sequence_id,sequence_type,sequence_key_event,event_position,sequence_length,is_key_event,match_id,id,index,minute,second,period,timestamp,type,possession_team,location,player,player_id,team,position,shot,pass,dribble,carry,duel,interception,clearance,goalkeeper,under_pressure,counterpress,play_pattern,duration,related_events,home_team_name,away_team_name
8,shot_sequence,Shot,4,5,True,3943043,c825856a-5a21-4507-b9e2-ea07b5bf4cca,500,12,21,1,00:12:21.652,"{'id': 16, 'name': 'Shot'}","{'id': 772, 'name': 'Spain'}","[112.9, 36.2]","{'id': 22128, 'name': 'Robin Aime Robert Le Normand'}",,"{'id': 772, 'name': 'Spain'}","{'id': 3, 'name': 'Right Center Back'}","{'statsbomb_xg': 0.11746518, 'end_location': [120.0, 29.8, 0.5], 'key_pass_id': '0c0e6467-4ce7-4a32-9de2-da2ed79db032', 'first_time': True, 'technique': {'id': 94, 'name': 'Overhead Kick'}, 'body_part': {'id': 40, 'name': 'Right Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 98, 'name': 'Off T'}, 'freeze_frame': [{'location': [116.0, 40.4], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.5, 38.3], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.3, 38.6], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [99.4, 37.0], 'player': {'id': 16532, 'name': 'Daniel Olmo Carvajal'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.8, 48.1], 'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.1, 48.7], 'player': {'id': 6765, 'name': 'Rodrigo Hernández Cascante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [116.8, 37.2], 'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.0, 42.5], 'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 50.9], 'player': {'id': 99174, 'name': 'Kobbie Mainoo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 33.4], 'player': {'id': 4354, 'name': 'Phil Foden'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.8, 47.0], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.2, 47.9], 'player': {'id': 34526, 'name': 'Marc Guehi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.2, 43.6], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.0, 44.1], 'player': {'id': 3382, 'name': 'Luke Shaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.1, 36.5], 'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 23.2], 'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.5, 17.6], 'player': {'id': 316046, 'name': 'Lamine Yamal Nasraoui Ebana'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]}",,,,,,,,True,,"{'id': 2, 'name': 'From Corner'}",1.072991,"['0b354f36-d30a-4455-b47d-31594c752317', '1dd307e1-bdee-413f-b8b2-eb8db97531a2']",Spain,England
8,shot_sequence,Shot,5,5,False,3943043,1dd307e1-bdee-413f-b8b2-eb8db97531a2,501,12,22,1,00:12:22.725,"{'id': 23, 'name': 'Goal Keeper'}","{'id': 772, 'name': 'Spain'}","[1.1, 37.6]","{'id': 3468, 'name': 'Jordan Pickford'}",,"{'id': 768, 'name': 'England'}","{'id': 1, 'name': 'Goalkeeper'}",,,,,,,,"{'end_location': [1.1, 37.6], 'type': {'id': 32, 'name': 'Shot Faced'}, 'position': {'id': 42, 'name': 'Moving'}}",,,"{'id': 2, 'name': 'From Corner'}",0.0,['c825856a-5a21-4507-b9e2-ea07b5bf4cca'],Spain,England
9,shot_sequence,Shot,1,5,False,3943043,86536f69-41fc-4585-b5ee-7a68d6dd4b32,605,16,19,1,00:16:19.222,"{'id': 30, 'name': 'Pass'}","{'id': 768, 'name': 'England'}","[106.3, 57.5]","{'id': 22084, 'name': 'Bukayo Saka'}",,"{'id': 768, 'name': 'England'}","{'id': 17, 'name': 'Right Wing'}",,"{'recipient': {'id': 3943, 'name': 'Declan Rice'}, 'length': 19.516659, 'angle': -2.1147308, 'height': {'id': 1, 'name': 'Ground Pass'}, 'end_location': [96.2, 40.8], 'assisted_shot_id': 'dd4098ae-cd79-4d2a-9717-e95b5fd21674', 'shot_assist': True, 'body_part': {'id': 38, 'name': 'Left Foot'}}",,,,,,,True,,"{'id': 2, 'name': 'From Corner'}",1.555759,"['66e810f3-e840-45f8-acee-770a4d2c6781', 'cdb2a63d-4d1b-427e-a4a2-3919d6a200b9']",Spain,England
9,shot_sequence,Shot,2,5,False,3943043,a613c9f6-ffab-44b4-bf5c-20c25175f827,606,16,20,1,00:16:20.211,"{'id': 17, 'name': 'Pressure'}","{'id': 768, 'name': 'England'}","[19.0, 39.3]","{'id': 6765, 'name': 'Rodrigo Hernández Cascante'}",,"{'id': 772, 'name': 'Spain'}","{'id': 9, 'name': 'Right Defensive Midfield'}",,,,,,,,,,,"{'id': 2, 'name': 'From Corner'}",0.676397,"['cdb2a63d-4d1b-427e-a4a2-3919d6a200b9', 'dd4098ae-cd79-4d2a-9717-e95b5fd21674']",Spain,England
9,shot_sequence,Shot,3,5,False,3943043,cdb2a63d-4d1b-427e-a4a2-3919d6a200b9,607,16,20,1,00:16:20.777,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 768, 'name': 'England'}","[96.2, 40.8]","{'id': 3943, 'name': 'Declan Rice'}",,"{'id': 768, 'name': 'England'}","{'id': 11, 'name': 'Left Defensive Midfield'}",,,,,,,,,True,,"{'id': 2, 'name': 'From Corner'}",,"['86536f69-41fc-4585-b5ee-7a68d6dd4b32', 'a613c9f6-ffab-44b4-bf5c-20c25175f827']",Spain,England
9,shot_sequence,Shot,4,5,True,3943043,dd4098ae-cd79-4d2a-9717-e95b5fd21674,608,16,20,1,00:16:20.810,"{'id': 16, 'name': 'Shot'}","{'id': 768, 'name': 'England'}","[96.2, 40.8]","{'id': 3943, 'name': 'Declan Rice'}",,"{'id': 768, 'name': 'England'}","{'id': 11, 'name': 'Left Defensive Midfield'}","{'statsbomb_xg': 0.0489952, 'end_location': [98.5, 40.8], 'key_pass_id': '86536f69-41fc-4585-b5ee-7a68d6dd4b32', 'first_time': True, 'technique': {'id': 93, 'name': 'Normal'}, 'body_part': {'id': 40, 'name': 'Right Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 96, 'name': 'Blocked'}, 'freeze_frame': [{'location': [103.6, 56.5], 'player': {'id': 68574, 'name': 'Nicholas Williams Arthuer'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.0, 43.0], 'player': {'id': 4354, 'name': 'Phil Foden'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.7, 33.9], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.0, 36.1], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [87.9, 55.1], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.3, 53.9], 'player': {'id': 17620, 'name': 'Marc Cucurella Saseta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 43.7], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 46.7], 'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.7, 41.4], 'player': {'id': 22128, 'name': 'Robin Aime Robert Le Normand'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.1, 56.1], 'player': {'id': 16532, 'name': 'Daniel Olmo Carvajal'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.9, 35.7], 'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.1, 42.2], 'player': {'id': 6765, 'name': 'Rodrigo Hernández Cascante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.6, 40.5], 'player': {'id': 11748, 'name': 'Unai Simón Mendibil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.6, 57.9], 'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.0, 61.0], 'player': {'id': 99174, 'name': 'Kobbie Mainoo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]}",,,,,,,,True,,"{'id': 2, 'name': 'From Corner'}",0.076667,"['a613c9f6-ffab-44b4-bf5c-20c25175f827', 'cc9bfa11-e57b-492f-9b90-e8228c1ae62f', 'cdaafa7a-fd5e-4543-9b2f-78fbac152216']",Spain,England
9,shot_sequence,Shot,5,5,False,3943043,cc9bfa11-e57b-492f-9b90-e8228c1ae62f,609,16,20,1,00:16:20.887,"{'id': 6, 'name': 'Block'}","{'id': 768, 'name': 'England'}","[21.6, 39.3]","{'id': 6765, 'name': 'Rodrigo Hernández Cascante'}",,"{'id': 772, 'name': 'Spain'}","{'id': 9, 'name': 'Right Defensive Midfield'}",,,,,,,,,,,"{'id': 2, 'name': 'From Corner'}",0.0,['dd4098ae-cd79-4d2a-9717-e95b5fd21674'],Spain,England
10,shot_sequence,Shot,1,5,False,3943043,04b47e5f-8f9f-41b2-ae80-215f9255d252,1044,27,25,1,00:27:25.225,"{'id': 43, 'name': 'Carry'}","{'id': 772, 'name': 'Spain'}","[87.1, 55.4]","{'id': 6655, 'name': 'Fabián Ruiz Peña'}",,"{'id': 772, 'name': 'Spain'}","{'id': 11, 'name': 'Left Defensive Midfield'}",,,,"{'end_location': [101.2, 49.8]}",,,,,True,,"{'id': 4, 'name': 'From Throw In'}",2.522996,"['36e0a83b-94e0-414d-b7b4-a4ee40a90194', '6ec241f9-3cc2-436c-b47c-ac972735a701', '7f58b69c-8311-493f-91dd-d2a57ac07387']",Spain,England
10,shot_sequence,Shot,2,5,False,3943043,6ec241f9-3cc2-436c-b47c-ac972735a701,1045,27,25,1,00:27:25.314,"{'id': 17, 'name': 'Pressure'}","{'id': 772, 'name': 'Spain'}","[34.4, 22.9]","{'id': 4354, 'name': 'Phil Foden'}",,"{'id': 768, 'name': 'England'}","{'id': 19, 'name': 'Center Attacking Midfield'}",,,,,,,,,,,"{'id': 4, 'name': 'From Throw In'}",0.809889,['04b47e5f-8f9f-41b2-ae80-215f9255d252'],Spain,England
10,shot_sequence,Shot,3,5,False,3943043,ab28a019-254e-49bd-ae3e-fe1c2bfb8d9f,1046,27,26,1,00:27:26.905,"{'id': 17, 'name': 'Pressure'}","{'id': 772, 'name': 'Spain'}","[21.4, 25.5]","{'id': 99174, 'name': 'Kobbie Mainoo'}",,"{'id': 768, 'name': 'England'}","{'id': 9, 'name': 'Right Defensive Midfield'}",,,,,,,,,,,"{'id': 4, 'name': 'From Throw In'}",0.685099,,Spain,England
10,shot_sequence,Shot,4,5,True,3943043,7f58b69c-8311-493f-91dd-d2a57ac07387,1047,27,27,1,00:27:27.748,"{'id': 16, 'name': 'Shot'}","{'id': 772, 'name': 'Spain'}","[101.2, 49.8]","{'id': 6655, 'name': 'Fabián Ruiz Peña'}",,"{'id': 772, 'name': 'Spain'}","{'id': 11, 'name': 'Left Defensive Midfield'}","{'statsbomb_xg': 0.048117142, 'end_location': [117.9, 42.7, 1.5], 'key_pass_id': 'f21c2c5a-aa37-49ea-aad1-d399d5569c88', 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 100, 'name': 'Saved'}, 'deflected': True, 'technique': {'id': 93, 'name': 'Normal'}, 'body_part': {'id': 40, 'name': 'Right Foot'}, 'freeze_frame': [{'location': [104.7, 58.0], 'player': {'id': 16532, 'name': 'Daniel Olmo Carvajal'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [117.9, 42.6], 'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.2, 55.0], 'player': {'id': 4354, 'name': 'Phil Foden'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [84.8, 28.7], 'player': {'id': 17620, 'name': 'Marc Cucurella Saseta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.1, 69.0], 'player': {'id': 316046, 'name': 'Lamine Yamal Nasraoui Ebana'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.4, 27.9], 'player': {'id': 68574, 'name': 'Nicholas Williams Arthuer'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.4, 37.1], 'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.8, 60.9], 'player': {'id': 3382, 'name': 'Luke Shaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.7, 54.6], 'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.9, 30.3], 'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.3, 48.6], 'player': {'id': 99174, 'name': 'Kobbie Mainoo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 48.0], 'player': {'id': 34526, 'name': 'Marc Guehi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 39.8], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.8, 29.8], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]}",,,,,,,,,,"{'id': 4, 'name': 'From Throw In'}",0.17833,"['9b11e9f2-cd08-4cc2-9120-c319cb8eeedf', 'be39808e-174e-4df1-9fc7-0063eef32669']",Spain,England
10,shot_sequence,Shot,5,5,False,3943043,be39808e-174e-4df1-9fc7-0063eef32669,1048,27,27,1,00:27:27.926,"{'id': 6, 'name': 'Block'}","{'id': 772, 'name': 'Spain'}","[15.8, 31.6]","{'id': 34526, 'name': 'Marc Guehi'}",,"{'id': 768, 'name': 'England'}","{'id': 5, 'name': 'Left Center Back'}",,,,,,,,,,,"{'id': 4, 'name': 'From Throw In'}",0.0,['7f58b69c-8311-493f-91dd-d2a57ac07387'],Spain,England
11,shot_sequence,Shot,1,5,False,3942226,98e5f0aa-462b-4901-b826-a85894e5c877,73,0,51,1,00:00:51.763,"{'id': 30, 'name': 'Pass'}","{'id': 772, 'name': 'Spain'}","[107.6, 34.5]","{'id': 3477, 'name': 'Álvaro Borja Morata Martín'}",,"{'id': 772, 'name': 'Spain'}","{'id': 23, 'name': 'Center Forward'}",,"{'recipient': {'id': 30486, 'name': 'Pedro González López'}, 'length': 8.01561, 'angle': 2.4356728, 'height': {'id': 1, 'name': 'Ground Pass'}, 'end_location': [101.5, 39.7], 'assisted_shot_id': '8ea3599b-d424-4dd9-8e01-03bd28dc1d2c', 'shot_assist': True, 'body_part': {'id': 40, 'name': 'Right Foot'}}",,,,,,,True,,"{'id': 1, 'name': 'Regular Play'}",1.202933,"['35da1865-84df-42bc-af99-547cdfd6b9d4', '9703a611-25e1-4e67-91dd-0ca098a85db4']",Spain,Germany
11,shot_sequence,Shot,2,5,False,3942226,fd48b114-3f0d-4634-b7da-bb1ec687561d,74,0,52,1,00:00:52.605,"{'id': 17, 'name': 'Pressure'}","{'id': 772, 'name': 'Spain'}","[15.6, 42.3]","{'id': 5574, 'name': 'Toni Kroos'}",,"{'id': 770, 'name': 'Germany'}","{'id': 11, 'name': 'Left Defensive Midfield'}",,,,,,,,,,,"{'id': 1, 'name': 'Regular Play'}",0.404818,"['8ea3599b-d424-4dd9-8e01-03bd28dc1d2c', '9703a611-25e1-4e67-91dd-0ca098a85db4']",Spain,Germany
11,shot_sequence,Shot,3,5,False,3942226,9703a611-25e1-4e67-91dd-0ca098a85db4,75,0,52,1,00:00:52.908,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 772, 'name': 'Spain'}","[101.5, 39.7]","{'id': 30486, 'name': 'Pedro González López'}",,"{'id': 772, 'name': 'Spain'}","{'id': 13, 'name': 'Right Center Midfield'}",,,,,,,,,True,,"{'id': 1, 'name': 'Regular Play'}",,"['98e5f0aa-462b-4901-b826-a85894e5c877', 'fd48b114-3f0d-4634-b7da-bb1ec687561d']",Spain,Germany
11,shot_sequence,Shot,4,5,True,3942226,8ea3599b-d424-4dd9-8e01-03bd28dc1d2c,76,0,52,1,00:00:52.908,"{'id': 16, 'name': 'Shot'}","{'id': 772, 'name': 'Spain'}","[101.5, 39.7]","{'id': 30486, 'name': 'Pedro González López'}",,"{'id': 772, 'name': 'Spain'}","{'id': 13, 'name': 'Right Center Midfield'}","{'statsbomb_xg': 0.11743693, 'end_location': [117.7, 41.4, 0.4], 'key_pass_id': '98e5f0aa-462b-4901-b826-a85894e5c877', 'body_part': {'id': 38, 'name': 'Left Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'outcome': {'id': 100, 'name': 'Saved'}, 'first_time': True, 'technique': {'id': 93, 'name': 'Normal'}, 'freeze_frame': [{'location': [103.5, 19.4], 'player': {'id': 68574, 'name': 'Nicholas Williams Arthuer'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.6, 9.9], 'player': {'id': 17620, 'name': 'Marc Cucurella Saseta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.6, 40.4], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.5, 38.6], 'player': {'id': 39565, 'name': 'Jamal Musiala'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [87.1, 20.0], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [92.8, 29.9], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.9, 38.4], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.4, 45.8], 'player': {'id': 12034, 'name': 'David Raum'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.6, 22.6], 'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 19.9], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.9, 32.8], 'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 18.5], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.8, 50.1], 'player': {'id': 316046, 'name': 'Lamine Yamal Nasraoui Ebana'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.5, 35.0], 'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.9, 31.9], 'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]}",,,,,,,,True,,"{'id': 1, 'name': 'Regular Play'}",0.554654,"['d318edbc-5058-427e-8233-5dc9d4cc48ea', 'fd48b114-3f0d-4634-b7da-bb1ec687561d']",Spain,Germany
11,shot_sequence,Shot,5,5,False,3942226,d318edbc-5058-427e-8233-5dc9d4cc48ea,77,0,53,1,00:00:53.462,"{'id': 23, 'name': 'Goal Keeper'}","{'id': 772, 'name': 'Spain'}","[1.5, 39.7]","{'id': 5570, 'name': 'Manuel Neuer'}",,"{'id': 770, 'name': 'Germany'}","{'id': 1, 'name': 'Goalkeeper'}",,,,,,,,"{'position': {'id': 44, 'name': 'Set'}, 'body_part': {'id': 35, 'name': 'Both Hands'}, 'type': {'id': 33, 'name': 'Shot Saved'}, 'outcome': {'id': 15, 'name': 'Success'}, 'technique': {'id': 46, 'name': 'Standing'}}",,,"{'id': 1, 'name': 'Regular Play'}",0.0,['8ea3599b-d424-4dd9-8e01-03bd28dc1d2c'],Spain,Germany
12,carry_sequence,Carry,1,4,False,3942226,ac29cadb-e89c-4c4e-aa02-20f02c4c7b9b,6,0,1,1,00:00:01.937,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 770, 'name': 'Germany'}","[59.7, 36.7]","{'id': 5574, 'name': 'Toni Kroos'}",,"{'id': 770, 'name': 'Germany'}","{'id': 11, 'name': 'Left Defensive Midfield'}",,,,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",,['047d50bf-37e4-4373-92b9-a47e0ace5ae8'],Spain,Germany
12,carry_sequence,Carry,2,4,True,3942226,08028123-9b5a-4b3b-abb1-a95fb84579ef,7,0,1,1,00:00:01.937,"{'id': 43, 'name': 'Carry'}","{'id': 770, 'name': 'Germany'}","[59.7, 36.7]","{'id': 5574, 'name': 'Toni Kroos'}",,"{'id': 770, 'name': 'Germany'}","{'id': 11, 'name': 'Left Defensive Midfield'}",,,,"{'end_location': [54.2, 40.1]}",,,,,,,"{'id': 9, 'name': 'From Kick Off'}",1.634789,"['7fd48495-bfec-46c8-ae6a-5aa9d0889ba8', 'ac29cadb-e89c-4c4e-aa02-20f02c4c7b9b']",Spain,Germany
12,carry_sequence,Carry,3,4,False,3942226,7fd48495-bfec-46c8-ae6a-5aa9d0889ba8,8,0,3,1,00:00:03.572,"{'id': 30, 'name': 'Pass'}","{'id': 770, 'name': 'Germany'}","[54.2, 40.1]","{'id': 5574, 'name': 'Toni Kroos'}",,"{'id': 770, 'name': 'Germany'}","{'id': 11, 'name': 'Left Defensive Midfield'}",,"{'recipient': {'id': 8966, 'name': 'Kai Havertz'}, 'length': 37.400536, 'angle': -0.25405753, 'height': {'id': 3, 'name': 'High Pass'}, 'end_location': [90.4, 30.7], 'body_part': {'id': 40, 'name': 'Right Foot'}, 'outcome': {'id': 9, 'name': 'Incomplete'}}",,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",2.104005,"['067984ca-0d91-4d8b-97e9-6763ae79268f', 'fc3493ec-b7bd-41f8-9c3b-479c50202171']",Spain,Germany
12,carry_sequence,Carry,4,4,False,3942226,067984ca-0d91-4d8b-97e9-6763ae79268f,9,0,5,1,00:00:05.676,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 770, 'name': 'Germany'}","[74.1, 35.5]","{'id': 8966, 'name': 'Kai Havertz'}",,"{'id': 770, 'name': 'Germany'}","{'id': 23, 'name': 'Center Forward'}",,,,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",,['7fd48495-bfec-46c8-ae6a-5aa9d0889ba8'],Spain,Germany
13,carry_sequence,Carry,1,4,False,3942226,970f649a-9e12-47eb-9cee-eff4bfd01366,11,0,6,1,00:00:06.160,"{'id': 2, 'name': 'Ball Recovery'}","{'id': 770, 'name': 'Germany'}","[81.8, 32.5]","{'id': 39565, 'name': 'Jamal Musiala'}",,"{'id': 770, 'name': 'Germany'}","{'id': 21, 'name': 'Left Wing'}",,,,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",0.0,['fc3493ec-b7bd-41f8-9c3b-479c50202171'],Spain,Germany
13,carry_sequence,Carry,2,4,True,3942226,d1f04ced-e8ff-4d71-9f3b-0bd8f0782709,12,0,6,1,00:00:06.160,"{'id': 43, 'name': 'Carry'}","{'id': 770, 'name': 'Germany'}","[81.8, 32.5]","{'id': 39565, 'name': 'Jamal Musiala'}",,"{'id': 770, 'name': 'Germany'}","{'id': 21, 'name': 'Left Wing'}",,,,"{'end_location': [82.1, 34.1]}",,,,,True,,"{'id': 9, 'name': 'From Kick Off'}",1.2441,"['2539eb80-44f6-4992-b29f-2d0a59031648', '57ab41aa-692a-4def-b1b2-dc6815718d0a', '970f649a-9e12-47eb-9cee-eff4bfd01366']",Spain,Germany
13,carry_sequence,Carry,3,4,False,3942226,2539eb80-44f6-4992-b29f-2d0a59031648,13,0,6,1,00:00:06.482,"{'id': 17, 'name': 'Pressure'}","{'id': 770, 'name': 'Germany'}","[36.5, 49.0]","{'id': 6765, 'name': 'Rodrigo Hernández Cascante'}",,"{'id': 772, 'name': 'Spain'}","{'id': 10, 'name': 'Center Defensive Midfield'}",,,,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",0.335963,['d1f04ced-e8ff-4d71-9f3b-0bd8f0782709'],Spain,Germany
13,carry_sequence,Carry,4,4,False,3942226,57ab41aa-692a-4def-b1b2-dc6815718d0a,14,0,7,1,00:00:07.404,"{'id': 30, 'name': 'Pass'}","{'id': 770, 'name': 'Germany'}","[82.1, 34.1]","{'id': 39565, 'name': 'Jamal Musiala'}",,"{'id': 770, 'name': 'Germany'}","{'id': 21, 'name': 'Left Wing'}",,"{'recipient': {'id': 3053, 'name': 'Leroy Sané'}, 'length': 8.993887, 'angle': 0.7303358, 'height': {'id': 3, 'name': 'High Pass'}, 'end_location': [88.8, 40.1], 'body_part': {'id': 40, 'name': 'Right Foot'}, 'outcome': {'id': 9, 'name': 'Incomplete'}}",,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",1.810444,"['127512fd-b7ff-4c8e-bf8d-7f1d3d1255b0', 'b89bf267-a9c8-4848-93f0-feef4d2daac4']",Spain,Germany
