minute,sequence_rank,real_commentary,real_commentary_type,our_sequence_commentary,sequence_id,score_before,average_score,cosine_similarity,entity_overlap,semantic_similarity,entity_players_match,entity_actions_match,entity_outcome_match
35,1,Theo Hernandez leaves his mark on Yamal with a late challenge right on the touchline. Referee Slavko Vincic gives the foul but opts to keeps his cards in his pocket for this one,general,"[34:15] Jesús Navas González under pressure, plays a medium pass forward to Daniel Olmo Carvajal, but the pass doesn't find its target Daniel Olmo Carvajal receives . Adrien Rabiot under pressure, plays a medium pass along the ground to Randal Kolo Muani . José Ignacio Fernández Iglesias closes down Adrien Rabiot . Randal Kolo Muani receives under pressure in the right attacking third",135,N/A,0.2654,0.0081,0.35,0.4382,0.0,0.0,1.0
35,2,Theo Hernandez leaves his mark on Yamal with a late challenge right on the touchline. Referee Slavko Vincic gives the foul but opts to keeps his cards in his pocket for this one,general,"[34:21] Rodrigo Hernández Cascante under MASSIVE pressure, plays a short pass along the ground to Jesús Navas González Jesús Navas González receives under pressure, carries the ball under pressure, plays a short pass along the ground to Daniel Olmo Carvajal Daniel Olmo Carvajal receives",136,N/A,0.2136,0.0,0.2,0.4407,0.0,0.0,1.0
37,1,"Thirty-seven brilliant minutes played in Munich so far; France have impressed despite letting a one-goal lead slip, but Spain's two goals scored just four minutes and nine seconds apart is what is separating the two teams at present.",general,"[35:35] Crucial block by Aurélien Djani Tchouaméni! The goalkeeper deals with it . Nicholas Williams Arthuer under pressure, delivers the corner a dangerous long ball through the air into the central attacking third, INTERCEPTED! Spain loses the ball . Randal Kolo Muani clears the danger . Nicholas Williams Arthuer under pressure, delivers the corner a long ball through the air to Fabián Ruiz Peña into the left attacking third",140,N/A,0.216,0.0065,0.2,0.4414,0.0,0.0,1.0
37,2,"Thirty-seven brilliant minutes played in Munich so far; France have impressed despite letting a one-goal lead slip, but Spain's two goals scored just four minutes and nine seconds apart is what is separating the two teams at present.",general,"[36:38] Ousmane Dembélé receives in the duel . Marc Cucurella Saseta under pressure, delivers the corner a short pass to Lamine Yamal Nasraoui Ebana into the right attacking third Lamine Yamal Nasraoui Ebana receives under pressure in the right attacking third under pressure, carries the ball",141,N/A,0.0624,0.0,0.0,0.1873,0.0,0.0,0.0
39,1,"CHANCE!  France win a corner and play it short; Theo Hernandez's cross is initially kept in by William Saliba, but it fails to reach a teammate.",key_event,"[38:14] Jules Koundé receives under pressure in the left attacking third under pressure, carries the ball under pressure, delivers the corner a long ball forward through the air into the central attacking third, INTERCEPTED! France loses the ball . Rodrigo Hernández Cascante clears the danger . Jules Koundé under pressure, delivers the corner a short pass along the ground to N'Golo Kanté",145,N/A,0.3332,0.0371,0.35,0.6126,0.0,0.0,1.0
39,2,"CHANCE!  France win a corner and play it short; Theo Hernandez's cross is initially kept in by William Saliba, but it fails to reach a teammate.",key_event,"[37:27] Crucial block by Marc Cucurella Saseta! . Ousmane Dembélé under pressure, delivers the corner a dangerous long ball through the air into the central attacking third, INTERCEPTED! France loses the ball . Aymeric Laporte clears the danger . N'Golo Kanté wins the ball back under pressure, carries the ball",144,N/A,0.2612,0.0222,0.15,0.6113,0.0,0.0,0.0
41,1,"Maignan leaps well to catch the resulting corner from Williams; the France goalkeeper then tries to get his team up the pitch with an early throw, but the options were not there in front of him for a quick breakaway.",general,"[40:41] Nicholas Williams Arthuer under pressure, delivers the corner a dangerous long ball through the air into the central attacking third, INTERCEPTED! Spain loses the ball",150,N/A,0.2934,0.0308,0.3,0.5495,0.5,0.0,0.0
41,2,"Maignan leaps well to catch the resulting corner from Williams; the France goalkeeper then tries to get his team up the pitch with an early throw, but the options were not there in front of him for a quick breakaway.",general,"[40:43] The goalkeeper deals with it under pressure, plays a long ball forward through the air to Ousmane Dembélé, but the pass doesn't find its target Ousmane Dembélé receives . Marc Cucurella Saseta under pressure, plays a short pass forward to Lamine Yamal Nasraoui Ebana Lamine Yamal Nasraoui Ebana receives",151,N/A,0.2395,0.0106,0.2,0.508,0.0,0.0,1.0
41,3,"Maignan leaps well to catch the resulting corner from Williams; the France goalkeeper then tries to get his team up the pitch with an early throw, but the options were not there in front of him for a quick breakaway.",general,"[39:46] Daniel Olmo Carvajal under pressure, plays a medium pass forward through the air to Nicholas Williams Arthuer Nicholas Williams Arthuer receives surges forward on a BRILLIANT run from the right midfield into the right attacking third under pressure, plays a long pass to Lamine Yamal Nasraoui Ebana into the left attacking third Lamine Yamal Nasraoui Ebana receives under pressure in the left attacking third",149,N/A,0.1688,0.0172,0.06,0.4291,0.2,0.0,0.0
44,1,"As expected, UEFA have now awarded the second Spain goal to Dani Olmo, meaning the RB Leipzig attacker is officially joint top scorer at Euro 2024 with three goals.",general,"[43:38] N'Golo Kanté under pressure, delivers the free kick a short pass along the ground to Aurélien Djani Tchouaméni Aurélien Djani Tchouaméni receives under pressure, carries the ball from the central midfield into the left midfield under pressure, delivers the free kick a long pass forward along the ground to Jules Koundé into the left attacking third Jules Koundé receives under pressure in the left attacking third",165,N/A,0.1186,0.0,0.0,0.3557,0.0,0.0,0.0
44,2,"As expected, UEFA have now awarded the second Spain goal to Dani Olmo, meaning the RB Leipzig attacker is officially joint top scorer at Euro 2024 with three goals.",general,"[42:37] ⚠ FOUL by Álvaro Borja Morata Martín in the left defensive third . Ousmane Dembélé under pressure, delivers the free kick a dangerous long ball forward through the air to Adrien Rabiot into the central attacking third, but the pass doesn't find its target Adrien Rabiot receives under pressure in the central attacking third in the duel . Álvaro Borja Morata Martín clears the danger",163,N/A,0.1179,0.0,0.0,0.3537,0.0,0.0,0.0
44,3,"As expected, UEFA have now awarded the second Spain goal to Dani Olmo, meaning the RB Leipzig attacker is officially joint top scorer at Euro 2024 with three goals.",general,"[43:30] Jules Koundé under pressure, carries the ball under pressure, delivers the free kick a medium pass back along the ground to N'Golo Kanté N'Golo Kanté receives under pressure, carries the ball from the left midfield into the central midfield under pressure, delivers the free kick a medium pass along the ground to Theo Bernard François Hernández",164,N/A,0.1138,0.0,0.0,0.3415,0.0,0.0,0.0
45,1,Two minutes of added time.,general,"[43:54] Aurélien Djani Tchouaméni receives under pressure in the left attacking third under pressure, carries the ball under pressure, delivers the free kick a long pass along the ground to William Saliba William Saliba receives under pressure, delivers the free kick a short pass along the ground to Adrien Rabiot",166,N/A,0.1302,0.0,0.2,0.1906,0.0,0.0,1.0
45,2,Two minutes of added time.,general,"[44:02] Rodrigo Hernández Cascante under pressure, plays a medium pass through the air to Fabián Ruiz Peña . N'Golo Kanté closes down Rodrigo Hernández Cascante . Fabián Ruiz Peña receives under pressure, carries the ball - BUT LOSES IT! . Adrien Rabiot closes down Fabián Ruiz Peña",167,N/A,0.0999,0.0,0.2,0.0996,0.0,0.0,1.0
45,3,Two minutes of added time.,general,"[44:44] Nicholas Williams Arthuer under pressure, carries the ball under pressure, plays a short pass along the ground to Daniel Olmo Carvajal Daniel Olmo Carvajal receives under pressure, carries the ball under pressure, plays a long ball through the air to Lamine Yamal Nasraoui Ebana into the central attacking third, but the pass doesn't find its target",169,N/A,0.0991,0.0,0.2,0.0972,0.0,0.0,1.0
45,4,Two minutes of added time.,general,"[44:38] Daniel Olmo Carvajal under pressure, carries the ball under pressure, plays a short pass to Marc Cucurella Saseta Marc Cucurella Saseta receives under pressure, carries the ball - BUT LOSES IT! . Ousmane Dembélé closes down Marc Cucurella Saseta",168,N/A,0.0907,0.0,0.2,0.0722,0.0,0.0,1.0
46,1,KICKOFF:  Spain get us underway for the second half!,key_event,[47:02] Half End . Half End Half Start . Half Start,175,N/A,0.2322,0.1207,0.2,0.3758,0.0,0.0,1.0
46,2,KICKOFF:  Spain get us underway for the second half!,key_event,[45:44] . Jesús Navas González closes down Theo Bernard François Hernández,178,N/A,0.2063,0.0,0.2,0.4189,0.0,0.0,1.0
46,3,KICKOFF:  Spain get us underway for the second half!,key_event,"[44:50] Theo Bernard François Hernández under pressure, plays a medium pass back to Mike Maignan Mike Maignan receives under pressure, carries the ball under pressure, plays a short pass along the ground to William Saliba William Saliba receives",170,N/A,0.1875,0.0,0.2,0.3626,0.0,0.0,1.0
46,4,KICKOFF:  Spain get us underway for the second half!,key_event,[45:50] . Aurélien Djani Tchouaméni closes down Álvaro Borja Morata Martín,180,N/A,0.1726,0.0,0.2,0.3178,0.0,0.0,1.0
46,5,KICKOFF:  Spain get us underway for the second half!,key_event,"[45:31] Marc Cucurella Saseta under pressure, delivers the free kick a medium pass back along the ground to Aymeric Laporte Aymeric Laporte receives under pressure, delivers the free kick a medium pass back along the ground to Unai Simón Mendibil Unai Simón Mendibil receives under pressure, carries the ball - BUT LOSES IT!",172,N/A,0.1537,0.0,0.2,0.261,0.0,0.0,1.0
46,6,KICKOFF:  Spain get us underway for the second half!,key_event,"[45:09] Jules Koundé receives under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Ousmane Dembélé Ousmane Dembélé receives under pressure, carries the ball",171,N/A,0.1283,0.0,0.2,0.185,0.0,0.0,1.0
46,7,KICKOFF:  Spain get us underway for the second half!,key_event,[45:03],176,N/A,0.128,0.0,0.2,0.184,0.0,0.0,1.0
46,8,KICKOFF:  Spain get us underway for the second half!,key_event,[45:17],177,N/A,0.107,0.0,0.2,0.1209,0.0,0.0,1.0
46,9,KICKOFF:  Spain get us underway for the second half!,key_event,[45:47] Lamine Yamal Nasraoui Ebana in the duel,179,N/A,0.0908,0.0,0.2,0.0723,0.0,0.0,1.0
48,1,CHANCE!  Maignan does well to come off his line and rush out of his box to win the ball from Williams on Spain's left flank.,key_event,"[47:38] Rodrigo Hernández Cascante under pressure, carries the ball under pressure, delivers the free kick a medium pass along the ground to Fabián Ruiz Peña Fabián Ruiz Peña receives under pressure, carries the ball under pressure, delivers the free kick a medium pass back along the ground to Aymeric Laporte",188,N/A,0.1971,0.0187,0.2,0.3726,0.0,0.0,1.0
48,2,CHANCE!  Maignan does well to come off his line and rush out of his box to win the ball from Williams on Spain's left flank.,key_event,"[47:34] Jesús Navas González under pressure, carries the ball - BUT LOSES IT! . Kylian Mbappé Lottin closes down Jesús Navas González . Jesús Navas González under MASSIVE pressure, delivers the free kick a short pass along the ground to Lamine Yamal Nasraoui Ebana Lamine Yamal Nasraoui Ebana receives under pressure, carries the ball",187,N/A,0.1857,0.0196,0.2,0.3374,0.0,0.0,1.0
48,3,CHANCE!  Maignan does well to come off his line and rush out of his box to win the ball from Williams on Spain's left flank.,key_event,"[47:12] Jesús Navas González receives under pressure, carries the ball - BUT LOSES IT! . Theo Bernard François Hernández closes down Jesús Navas González ⚠ FOUL by William Saliba in the right midfield . Jesús Navas González is fouled",186,N/A,0.1783,0.0113,0.2,0.3237,0.0,0.0,1.0
48,4,CHANCE!  Maignan does well to come off his line and rush out of his box to win the ball from Williams on Spain's left flank.,key_event,"[46:50] Unai Simón Mendibil wins the ball back under pressure, plays a medium pass forward along the ground to Aymeric Laporte Aymeric Laporte receives under pressure, plays a short pass along the ground to Lamine Yamal Nasraoui Ebana Lamine Yamal Nasraoui Ebana receives",185,N/A,0.164,0.0129,0.2,0.2792,0.0,0.0,1.0
51,1,"Ousmane Dembele does brilliantly to control a cross and stands up Spain left-back Marc Cucurella, but the PSG winger could only curl his delivery from the right into the gloves of Unai Simon... frustrating from France's perspective.",general,"[49:56] Nicholas Williams Arthuer receives under pressure in the right attacking third under pressure, carries the ball is dispossessed by Jules Koundé! . Jules Koundé in the duel . Marc Cucurella Saseta under pressure, plays a dangerous long pass back to Aymeric Laporte into the DANGER ZONE",200,N/A,0.2855,0.0208,0.4,0.4356,0.16666666666666666,0.0,1.0
51,2,"Ousmane Dembele does brilliantly to control a cross and stands up Spain left-back Marc Cucurella, but the PSG winger could only curl his delivery from the right into the gloves of Unai Simon... frustrating from France's perspective.",general,"[50:21] Fabián Ruiz Peña receives under pressure, carries the ball under pressure, plays a medium pass back along the ground to Aymeric Laporte Aymeric Laporte receives surges forward on a BRILLIANT run from the right midfield into the right attacking third",201,N/A,0.2787,0.0226,0.35,0.4635,0.0,0.0,1.0
51,3,"Ousmane Dembele does brilliantly to control a cross and stands up Spain left-back Marc Cucurella, but the PSG winger could only curl his delivery from the right into the gloves of Unai Simon... frustrating from France's perspective.",general,"[50:50] Jules Koundé under pressure, plays a medium pass forward through the air to Randal Kolo Muani . Aymeric Laporte closes down Jules Koundé . Randal Kolo Muani receives under pressure, plays a short pass to N'Golo Kanté N'Golo Kanté receives",202,N/A,0.1405,0.0,0.2,0.2216,0.0,0.0,1.0
52,1,"CHANCE!  Mbappe cuts inside from the left and fizzes a low shot towards the near post, but Unai Simon comfortably gets behind it.",key_event,"[50:57] N'Golo Kanté wins the ball back under pressure, carries the ball - BUT LOSES IT! . Aymeric Laporte closes down N'Golo Kanté . N'Golo Kanté under MASSIVE pressure, plays a short pass along the ground to Ousmane Dembélé, but the pass doesn't find its target Ousmane Dembélé receives",203,N/A,0.1869,0.0,0.2,0.3606,0.0,0.0,1.0
52,2,"CHANCE!  Mbappe cuts inside from the left and fizzes a low shot towards the near post, but Unai Simon comfortably gets behind it.",key_event,"[51:38] Ousmane Dembélé under pressure, carries the ball under pressure, plays a dangerous medium pass through the air to Adrien Rabiot into the central attacking third, but the pass doesn't find its target Adrien Rabiot receives under pressure in the central attacking third",206,N/A,0.1776,0.0,0.2,0.3328,0.0,0.0,1.0
52,3,"CHANCE!  Mbappe cuts inside from the left and fizzes a low shot towards the near post, but Unai Simon comfortably gets behind it.",key_event,"[51:23] William Saliba receives under pressure, drives forward with the ball under pressure, plays a medium pass forward along the ground to Adrien Rabiot into the right attacking third Adrien Rabiot receives under pressure in the right attacking third under pressure, carries the ball",205,N/A,0.1768,0.0,0.2,0.3305,0.0,0.0,1.0
52,4,"CHANCE!  Mbappe cuts inside from the left and fizzes a low shot towards the near post, but Unai Simon comfortably gets behind it.",key_event,"[51:01] Jesús Navas González receives . Crucial block by N'Golo Kanté! . Crucial block by Rodrigo Hernández Cascante! . Jules Koundé under pressure, plays a medium pass back to Dayotchanculle Upamecano Dayotchanculle Upamecano receives",204,N/A,0.0826,0.0,0.0,0.2479,0.0,0.0,0.0
53,1,"Spain are forced to make their first substitution of the night, as right-back Navas seems to have picked up a knock and is replaced by Athletic Bilbao centre-back Dani Vivian, meaning Nacho is set to move over to the right side of the back four.",key_event,"[52:06] Jules Koundé in the duel under pressure, carries the ball from the left midfield into the left attacking third under pressure, plays a medium pass along the ground to N'Golo Kanté into the central attacking third N'Golo Kanté receives under pressure in the central attacking third under pressure, carries the ball",208,N/A,0.1077,0.0,0.0,0.3232,0.0,0.0,0.0
53,2,"Spain are forced to make their first substitution of the night, as right-back Navas seems to have picked up a knock and is replaced by Athletic Bilbao centre-back Dani Vivian, meaning Nacho is set to move over to the right side of the back four.",key_event,"[52:13] Ousmane Dembélé receives under pressure in the central attacking third . Aymeric Laporte clears the danger . Ousmane Dembélé under pressure, delivers the corner a dangerous long ball through the air to Aurélien Djani Tchouaméni into the central attacking third Aurélien Djani Tchouaméni receives under pressure in the central attacking third under pressure, shoots with the head from a DANGEROUS position (8m out!) - SAVED by the goalkeeper! Parried away!",209,N/A,0.1032,0.0,0.0,0.3097,0.0,0.0,0.0
53,3,"Spain are forced to make their first substitution of the night, as right-back Navas seems to have picked up a knock and is replaced by Athletic Bilbao centre-back Dani Vivian, meaning Nacho is set to move over to the right side of the back four.",key_event,"[51:43] Unai Simón Mendibil wins the ball back under pressure, plays a short pass along the ground to Aymeric Laporte Aymeric Laporte receives . Randal Kolo Muani closes down Aymeric Laporte . Aymeric Laporte under MASSIVE pressure, plays a medium pass forward along the ground to Nicholas Williams Arthuer",207,N/A,0.0829,0.0,0.0,0.2486,0.0,0.0,0.0
56,1,"CHANCE!  Mbappe races down the right, easily beating Rodri for pace, before smacking a cross into the six-yard box, but Simon blocks the cross with a strong left hand.",key_event,"[55:55] Kylian Mbappé Lottin under pressure, drives forward with the ball After carrying forward, Kylian Mbappé Lottin under pressure, shoots with the right foot from a DANGEROUS position (9m out!) - SAVED by the goalkeeper! Parried away!",226,N/A,0.2709,0.0315,0.25,0.5313,0.3333333333333333,0.0,0.0
56,2,"CHANCE!  Mbappe races down the right, easily beating Rodri for pace, before smacking a cross into the six-yard box, but Simon blocks the cross with a strong left hand.",key_event,"[55:30] Randal Kolo Muani receives under pressure in the central attacking third under pressure, carries the ball under pressure, plays a short pass along the ground to William Saliba, but the pass doesn't find its target William Saliba receives under pressure in the right attacking third . Crucial block by Fabián Ruiz Peña!",222,N/A,0.2698,0.0089,0.4,0.4006,0.0,0.2,1.0
56,3,"CHANCE!  Mbappe races down the right, easily beating Rodri for pace, before smacking a cross into the six-yard box, but Simon blocks the cross with a strong left hand.",key_event,"[55:34] Fabián Ruiz Peña under pressure, carries the ball under pressure, plays a long pass forward to Nicholas Williams Arthuer into the right attacking third, but the pass doesn't find its target Nicholas Williams Arthuer closes down the ball carrier receives under pressure in the right attacking third",224,N/A,0.1845,0.0182,0.15,0.3853,0.0,0.0,0.0
56,4,"CHANCE!  Mbappe races down the right, easily beating Rodri for pace, before smacking a cross into the six-yard box, but Simon blocks the cross with a strong left hand.",key_event,"[55:32] Rodrigo Hernández Cascante wins the ball back under pressure, carries the ball under pressure, plays a short pass along the ground to José Ignacio Fernández Iglesias José Ignacio Fernández Iglesias receives under pressure, carries the ball",223,N/A,0.1305,0.0,0.1,0.2915,0.3333333333333333,0.0,0.0
56,5,"CHANCE!  Mbappe races down the right, easily beating Rodri for pace, before smacking a cross into the six-yard box, but Simon blocks the cross with a strong left hand.",key_event,"[55:41] Jules Koundé under pressure, plays a short pass back along the ground to Mike Maignan Mike Maignan receives under pressure, plays a short pass forward along the ground to Dayotchanculle Upamecano Dayotchanculle Upamecano receives surges forward on a BRILLIANT run from the central defensive third into the central midfield",225,N/A,0.118,0.0,0.0,0.3539,0.0,0.0,0.0
56,6,"CHANCE!  Mbappe races down the right, easily beating Rodri for pace, before smacking a cross into the six-yard box, but Simon blocks the cross with a strong left hand.",key_event,"[55:17] Jules Koundé receives under pressure, carries the ball under pressure, plays a medium pass back along the ground to Aurélien Djani Tchouaméni Aurélien Djani Tchouaméni receives under pressure, carries the ball",221,N/A,0.1099,0.0,0.0,0.3296,0.0,0.0,0.0
56,7,"CHANCE!  Mbappe races down the right, easily beating Rodri for pace, before smacking a cross into the six-yard box, but Simon blocks the cross with a strong left hand.",key_event,"[55:02] Dayotchanculle Upamecano under pressure, plays a long pass back along the ground to Mike Maignan Mike Maignan receives under pressure, carries the ball under pressure, plays a long pass forward along the ground to Jules Koundé Jules Koundé receives",220,N/A,0.1059,0.0,0.0,0.3178,0.0,0.0,0.0
61,1,"YELLOW CARD!  Tchouameni is booked for a late lunging tackle on Morata in the middle of the pitch, preventing a Spanish counter-attack.",key_event,"[59:41] Álvaro Borja Morata Martín is fouled Aymeric Laporte under pressure, delivers the free kick a long ball forward through the air to Nicholas Williams Arthuer, but the pass doesn't find its target Nicholas Williams Arthuer receives . Jules Koundé under pressure, delivers the free kick a short pass forward to Ousmane Dembélé, but the pass doesn't find its target Ousmane Dembélé closes down the ball carrier",238,N/A,0.2178,0.0084,0.25,0.3951,0.16666666666666666,0.0,1.0
61,2,"YELLOW CARD!  Tchouameni is booked for a late lunging tackle on Morata in the middle of the pitch, preventing a Spanish counter-attack.",key_event,"[60:50] Dayotchanculle Upamecano receives under pressure, drives forward with the ball from the left defensive third into the left midfield under pressure, plays a short pass forward along the ground to Ousmane Dembélé Ousmane Dembélé receives under pressure, carries the ball - BUT LOSES IT!",240,N/A,0.1655,0.0,0.2,0.2964,0.0,0.0,1.0
61,3,"YELLOW CARD!  Tchouameni is booked for a late lunging tackle on Morata in the middle of the pitch, preventing a Spanish counter-attack.",key_event,"[60:35] Mike Maignan wins the ball back under pressure, plays a medium pass along the ground to William Saliba William Saliba receives under pressure, plays a long pass along the ground to Dayotchanculle Upamecano Dayotchanculle Upamecano receives",239,N/A,0.1625,0.0,0.2,0.2874,0.0,0.0,1.0
62,1,"With half an hour remaining, Deschamps has opted to roll the dice...",general,"[61:00] Ousmane Dembélé receives under pressure in the left attacking third under pressure, carries the ball under pressure, plays a short pass along the ground to N'Golo Kanté N'Golo Kanté receives under pressure in the left attacking third under pressure, carries the ball from the left attacking third into the central attacking third",241,N/A,0.1487,0.0,0.2,0.246,0.0,0.0,1.0
64,1,"Antoine Griezmann (36) has now become France's most-capped player at major tournaments, surpassing goalkeeper Hugo Lloris (35).",general,"[63:49] Eduardo Camavinga in the duel Antoine Griezmann wins the ball back under pressure, carries the ball - BUT LOSES IT! . Fabián Ruiz Peña closes down Antoine Griezmann . Antoine Griezmann under MASSIVE pressure, plays a short pass to Eduardo Camavinga, but the pass doesn't find its target",250,N/A,0.1953,0.0387,0.15,0.3973,0.5,0.0,0.0
64,2,"Antoine Griezmann (36) has now become France's most-capped player at major tournaments, surpassing goalkeeper Hugo Lloris (35).",general,"[62:53] Theo Bernard François Hernández under pressure, plays a medium pass to William Saliba William Saliba receives under pressure, carries the ball - BUT LOSES IT! . Álvaro Borja Morata Martín closes down William Saliba . William Saliba under pressure, plays a medium pass back along the ground to Mike Maignan",245,N/A,0.0681,0.0,0.0,0.2044,0.0,0.0,0.0
64,3,"Antoine Griezmann (36) has now become France's most-capped player at major tournaments, surpassing goalkeeper Hugo Lloris (35).",general,"[63:40] Dayotchanculle Upamecano closes down Nicholas Williams Arthuer . Nicholas Williams Arthuer under MASSIVE pressure, plays a long pass back along the ground to Aymeric Laporte Aymeric Laporte receives under pressure, carries the ball under pressure, plays a short pass along the ground to Fabián Ruiz Peña",249,N/A,0.0534,0.0,0.0,0.1603,0.0,0.0,0.0
64,4,"Antoine Griezmann (36) has now become France's most-capped player at major tournaments, surpassing goalkeeper Hugo Lloris (35).",general,"[63:31] Marc Cucurella Saseta under pressure, plays a short pass to Fabián Ruiz Peña Fabián Ruiz Peña receives under pressure, carries the ball under pressure, plays a short pass along the ground to Marc Cucurella Saseta into the right attacking third . Aurélien Djani Tchouaméni closes down Fabián Ruiz Peña",248,N/A,0.0485,0.0,0.0,0.1455,0.0,0.0,0.0
64,5,"Antoine Griezmann (36) has now become France's most-capped player at major tournaments, surpassing goalkeeper Hugo Lloris (35).",general,"[63:03] Dayotchanculle Upamecano under pressure, carries the ball under pressure, plays a short pass along the ground to Jules Koundé, but the pass doesn't find its target Jules Koundé receives . Nicholas Williams Arthuer intercepts! . Dayotchanculle Upamecano wins the ball back",246,N/A,0.0325,0.0,0.0,0.0974,0.0,0.0,0.0
64,6,"Antoine Griezmann (36) has now become France's most-capped player at major tournaments, surpassing goalkeeper Hugo Lloris (35).",general,"[63:08] Mike Maignan under pressure, plays a long ball forward through the air, but it goes out of play",247,N/A,0.0271,0.0,0.0,0.0812,0.0,0.0,0.0
66,1,"France win another corner, but Dayot Upamecano heads wide at the back post... a lot of France's best chances have come through headers and this is another one that goes begging. France win another corner, but Dayot Upamecano heads wide at the back post... a lot of France's best chances have come through headers and this is another one that goes begging.",general,"[65:17] From the goal kick, Unai Simón Mendibil under pressure, plays a medium pass forward along the ground to Aymeric Laporte Aymeric Laporte receives From the goal kick, Aymeric Laporte under pressure, plays a medium pass back along the ground to Unai Simón Mendibil Unai Simón Mendibil receives under pressure, carries the ball",258,N/A,0.1139,0.0,0.0,0.3416,0.0,0.0,0.0
66,2,"France win another corner, but Dayot Upamecano heads wide at the back post... a lot of France's best chances have come through headers and this is another one that goes begging. France win another corner, but Dayot Upamecano heads wide at the back post... a lot of France's best chances have come through headers and this is another one that goes begging.",general,"[65:34] Unai Simón Mendibil under pressure, carries the ball From the goal kick, Unai Simón Mendibil under pressure, plays a medium pass forward along the ground to Aymeric Laporte Aymeric Laporte receives surges forward on a BRILLIANT run from the right defensive third into the right midfield From the goal kick, Aymeric Laporte under pressure, plays a long pass back along the ground to Unai Simón Mendibil",259,N/A,0.1113,0.0,0.0,0.3339,0.0,0.0,0.0
69,1,"Spain are yet to register a single shot on goal in the second half, while France have had three chances.",general,"[67:53] Eduardo Camavinga under pressure, plays a short pass along the ground to Theo Bernard François Hernández . Lamine Yamal Nasraoui Ebana closes down Eduardo Camavinga . Theo Bernard François Hernández receives under pressure, carries the ball - BUT LOSES IT! . Rodrigo Hernández Cascante closes down Theo Bernard François Hernández",270,N/A,0.1,0.0,0.0,0.3,0.0,0.0,0.0
69,2,"Spain are yet to register a single shot on goal in the second half, while France have had three chances.",general,[68:19] Marc Cucurella Saseta closes down Ousmane Dembélé . ⚠ FOUL by Ousmane Dembélé in the central attacking third . Álvaro Borja Morata Martín is fouled,272,N/A,0.0906,0.0,0.0,0.2718,0.0,0.0,0.0
69,3,"Spain are yet to register a single shot on goal in the second half, while France have had three chances.",general,"[68:04] Bradley Barcola under pressure, drives forward with the ball under pressure, plays a dangerous medium pass back along the ground to Aurélien Djani Tchouaméni into the central attacking third Aurélien Djani Tchouaméni receives under pressure in the central attacking third under pressure, carries the ball under pressure, plays a long pass forward along the ground to Jules Koundé into the left attacking third",271,N/A,0.0845,0.0,0.0,0.2534,0.0,0.0,0.0
69,4,"Spain are yet to register a single shot on goal in the second half, while France have had three chances.",general,"[68:42] Aymeric Laporte under pressure, delivers the free kick a medium pass back along the ground to Unai Simón Mendibil Unai Simón Mendibil receives . Kylian Mbappé Lottin closes down Unai Simón Mendibil . Unai Simón Mendibil under MASSIVE pressure, delivers the free kick a short pass along the ground to Aymeric Laporte Aymeric Laporte receives",273,N/A,0.0649,0.0,0.0,0.1948,0.0,0.0,0.0
71,1,"Spain have lost the spark they had in the first 45 and seem to be holding on here, as France enjoy an extended spell of possession and pose a threat in the final third.",general,"[70:00] William Saliba under pressure, plays a medium pass forward through the air to Bradley Barcola Bradley Barcola receives surges forward on a BRILLIANT run from the right midfield into the right attacking third - BUT LOSES IT! . Daniel Vivian Moreno is beaten by Bradley Barcola! . Bradley Barcola takes on the defender",279,N/A,0.2288,0.0,0.35,0.3363,0.0,0.0,1.0
71,2,"Spain have lost the spark they had in the first 45 and seem to be holding on here, as France enjoy an extended spell of possession and pose a threat in the final third.",general,"[70:16] Álvaro Borja Morata Martín under pressure, carries the ball - BUT LOSES IT! . Dayotchanculle Upamecano closes down Álvaro Borja Morata Martín ⚠ FOUL by Dayotchanculle Upamecano in the left midfield . Álvaro Borja Morata Martín is fouled Rodrigo Hernández Cascante under pressure, delivers the free kick a medium pass along the ground to Aymeric Laporte",281,N/A,0.1766,0.0,0.2,0.3298,0.0,0.0,1.0
71,3,"Spain have lost the spark they had in the first 45 and seem to be holding on here, as France enjoy an extended spell of possession and pose a threat in the final third.",general,"[70:56] Rodrigo Hernández Cascante under MASSIVE pressure, delivers the free kick a short pass along the ground to Álvaro Borja Morata Martín Álvaro Borja Morata Martín receives under pressure, carries the ball loses control under pressure!",282,N/A,0.1749,0.0,0.2,0.3246,0.0,0.0,1.0
71,4,"Spain have lost the spark they had in the first 45 and seem to be holding on here, as France enjoy an extended spell of possession and pose a threat in the final third.",general,"[70:10] Fabián Ruiz Peña wins the ball back under pressure, carries the ball - BUT LOSES IT! . Ousmane Dembélé closes down Fabián Ruiz Peña . Fabián Ruiz Peña takes on the defender . Ousmane Dembélé in the duel",280,N/A,0.1584,0.0,0.2,0.2752,0.0,0.0,1.0
71,5,"Spain have lost the spark they had in the first 45 and seem to be holding on here, as France enjoy an extended spell of possession and pose a threat in the final third.",general,"[69:48] Fabián Ruiz Peña receives under pressure, carries the ball under pressure, plays a short pass back along the ground to Aymeric Laporte Aymeric Laporte receives under pressure, carries the ball",278,N/A,0.1361,0.0,0.2,0.2082,0.0,0.0,1.0
