minute,sequence_rank,real_commentary,real_commentary_type,our_sequence_commentary,sequence_id,score_before,average_score,cosine_similarity,entity_overlap,semantic_similarity,entity_players_match,entity_actions_match,entity_outcome_match
25,5,Carvajal is on his last warning here after pulling Saka to the ground... YELLOW CARD!  Kane picks up the first yellow of the match for a late tackle on Ruiz.,general,"[24:21] Álvaro Borja Morata Martín under pressure, plays a short pass back to Nicholas Williams Arthuer Nicholas Williams Arthuer receives under pressure, carries the ball from the central defensive third into the right defensive third under pressure, plays a medium pass forward along the ground to Álvaro Borja Morata Martín . John Stones closes down Nicholas Williams Arthuer",108,N/A,0.1844,0.0082,0.2,0.345,0.0,0.0,1.0
27,1,"Mainoo is throwing his weight around in midfield at the moment, with the Manchester United youngster starting to make his mark, but he is up against two wonderful players in the shape of Rodri and Ruiz. It remains goalless in the Euro 2024 final with 27 minutes on the clock.",general,"[26:35] Álvaro Borja Morata Martín under pressure, carries the ball from the right attacking third into the right midfield - BUT LOSES IT! . Kobbie Mainoo closes down Álvaro Borja Morata Martín . Álvaro Borja Morata Martín under MASSIVE pressure, delivers the free kick a long ball back through the air to Daniel Carvajal Ramos Daniel Carvajal Ramos receives . Jude Bellingham in the duel",113,N/A,0.2645,0.0127,0.1929,0.5878,0.14285714285714285,0.0,0.0
27,2,"Mainoo is throwing his weight around in midfield at the moment, with the Manchester United youngster starting to make his mark, but he is up against two wonderful players in the shape of Rodri and Ruiz. It remains goalless in the Euro 2024 final with 27 minutes on the clock.",general,"[26:13] Unai Simón Mendibil under pressure, delivers the free kick a short pass along the ground to Aymeric Laporte Aymeric Laporte receives under pressure, carries the ball under pressure, delivers the free kick a long pass along the ground to Robin Aime Robert Le Normand Robin Aime Robert Le Normand receives",111,N/A,0.1297,0.0,0.0,0.389,0.0,0.0,0.0
27,3,"Mainoo is throwing his weight around in midfield at the moment, with the Manchester United youngster starting to make his mark, but he is up against two wonderful players in the shape of Rodri and Ruiz. It remains goalless in the Euro 2024 final with 27 minutes on the clock.",general,"[26:30] Marc Cucurella Saseta receives under pressure, carries the ball under pressure, delivers the free kick a short pass along the ground to Nicholas Williams Arthuer Nicholas Williams Arthuer receives under pressure, carries the ball",112,N/A,0.1247,0.0,0.0,0.3741,0.0,0.0,0.0
27,4,"Mainoo is throwing his weight around in midfield at the moment, with the Manchester United youngster starting to make his mark, but he is up against two wonderful players in the shape of Rodri and Ruiz. It remains goalless in the Euro 2024 final with 27 minutes on the clock.",general,"[26:42] Luke Shaw in the duel . Lamine Yamal Nasraoui Ebana under pressure, plays a medium pass back to Daniel Carvajal Ramos Daniel Carvajal Ramos receives under pressure, carries the ball - BUT LOSES IT! . Jude Bellingham closes down Daniel Carvajal Ramos",114,N/A,0.1095,0.0,0.0,0.3285,0.0,0.0,0.0
28,1,"SAVE!  Ruiz strikes one towards goal, but it deflects off Guehi and into the arms of Pickford. Good work from Spain there, but again England manage to deal with the danger.",key_event,"[27:27] Fabián Ruiz Peña under MASSIVE pressure, shoots with the right foot from a DANGEROUS position - SAVED by the goalkeeper! Parried away! . Crucial block by Marc Guehi!",119,N/A,0.3373,0.0302,0.35,0.6316,0.5,0.0,1.0
28,2,"SAVE!  Ruiz strikes one towards goal, but it deflects off Guehi and into the arms of Pickford. Good work from Spain there, but again England manage to deal with the danger.",key_event,"[27:29] The goalkeeper deals with it under pressure, plays a medium pass along the ground to John Stones John Stones receives under pressure, carries the ball under pressure, plays a medium pass along the ground to Jordan Pickford",120,N/A,0.2421,0.0118,0.275,0.4395,0.25,0.0,1.0
28,3,"SAVE!  Ruiz strikes one towards goal, but it deflects off Guehi and into the arms of Pickford. Good work from Spain there, but again England manage to deal with the danger.",key_event,"[27:11] Fabián Ruiz Peña under pressure, plays a medium pass along the ground to Lamine Yamal Nasraoui Ebana into the left attacking third Lamine Yamal Nasraoui Ebana receives under pressure in the left attacking third under pressure, carries the ball from the left attacking third into the central attacking third - BUT LOSES IT! . Jude Bellingham closes down Lamine Yamal Nasraoui Ebana . Lamine Yamal Nasraoui Ebana under MASSIVE pressure, plays a dangerous short pass along the ground to Fabián Ruiz Peña into the DANGER ZONE",117,N/A,0.203,0.0235,0.06,0.5254,0.2,0.0,0.0
28,4,"SAVE!  Ruiz strikes one towards goal, but it deflects off Guehi and into the arms of Pickford. Good work from Spain there, but again England manage to deal with the danger.",key_event,"[27:16] Lamine Yamal Nasraoui Ebana closes down the ball carrier . Marc Guehi clears the danger . Rodrigo Hernández Cascante under pressure, plays a short pass to Daniel Carvajal Ramos Daniel Carvajal Ramos receives under pressure in the left attacking third under pressure, carries the ball",118,N/A,0.1895,0.0219,0.0429,0.5036,0.14285714285714285,0.0,0.0
28,5,"SAVE!  Ruiz strikes one towards goal, but it deflects off Guehi and into the arms of Pickford. Good work from Spain there, but again England manage to deal with the danger.",key_event,"[27:05] Bukayo Saka closes down Marc Cucurella Saseta . Marc Cucurella Saseta under MASSIVE pressure, plays a dangerous medium pass along the ground to Nicholas Williams Arthuer into the DANGER ZONE Nicholas Williams Arthuer receives under pressure in the right attacking third under pressure, carries the ball under pressure, plays a short pass along the ground to Álvaro Borja Morata Martín into the central attacking third",116,N/A,0.1286,0.0086,0.0,0.3771,0.0,0.0,0.0
28,6,"SAVE!  Ruiz strikes one towards goal, but it deflects off Guehi and into the arms of Pickford. Good work from Spain there, but again England manage to deal with the danger.",key_event,"[26:53] Aymeric Laporte under pressure, carries the ball from the central defensive third into the right midfield under pressure, plays a short pass along the ground to Rodrigo Hernández Cascante Rodrigo Hernández Cascante receives under pressure, carries the ball under pressure, plays a medium pass along the ground to Aymeric Laporte",115,N/A,0.1126,0.0,0.0,0.3379,0.0,0.0,0.0
30,1,"Little over 15 minutes of the first period remaining here. Bellingham has just attempted to gather a long pass down the left, but Carvajal is across to deal with the danger.",general,"[29:01] Daniel Carvajal Ramos under pressure, plays a short pass forward to Álvaro Borja Morata Martín, but the pass doesn't find its target Álvaro Borja Morata Martín receives . Declan Rice under pressure, plays a short pass along the ground to Jude Bellingham Jude Bellingham receives under pressure in the right attacking third under pressure, carries the ball - BUT LOSES IT!",126,N/A,0.2376,0.0542,0.2333,0.4253,0.5,0.3333333333333333,0.0
30,2,"Little over 15 minutes of the first period remaining here. Bellingham has just attempted to gather a long pass down the left, but Carvajal is across to deal with the danger.",general,"[29:18] Harry Kane under pressure, carries the ball from the central midfield into the central attacking third - BUT LOSES IT! . Nicholas Williams Arthuer closes down Harry Kane . Harry Kane under MASSIVE pressure, plays a short pass to Bukayo Saka, but the pass doesn't find its target Bukayo Saka receives under pressure in the left attacking third . Crucial block by Nicholas Williams Arthuer!",129,N/A,0.1837,0.0289,0.2125,0.3096,0.0,0.25,0.0
30,3,"Little over 15 minutes of the first period remaining here. Bellingham has just attempted to gather a long pass down the left, but Carvajal is across to deal with the danger.",general,"[29:06] Daniel Carvajal Ramos under pressure, carries the ball under pressure, plays a long pass back along the ground to Unai Simón Mendibil Unai Simón Mendibil receives under pressure, plays a long ball forward through the air, INTERCEPTED! Spain loses the ball",127,N/A,0.1829,0.0526,0.1625,0.3336,0.3333333333333333,0.25,0.0
30,4,"Little over 15 minutes of the first period remaining here. Bellingham has just attempted to gather a long pass down the left, but Carvajal is across to deal with the danger.",general,"[29:44] Marc Guehi under pressure, plays a medium pass back along the ground to Jordan Pickford Jordan Pickford receives under pressure, carries the ball - BUT LOSES IT! . Álvaro Borja Morata Martín closes down Jordan Pickford . Jordan Pickford under MASSIVE pressure, plays a long pass along the ground to Kyle Walker",132,N/A,0.1491,0.0416,0.0833,0.3224,0.0,0.3333333333333333,0.0
30,5,"Little over 15 minutes of the first period remaining here. Bellingham has just attempted to gather a long pass down the left, but Carvajal is across to deal with the danger.",general,"[29:36] Aymeric Laporte under pressure, drives forward with the ball from the right defensive third into the right midfield under pressure, plays a medium pass forward along the ground to Nicholas Williams Arthuer . Kyle Walker closes down Aymeric Laporte Marc Guehi closes down the ball carrier . Nicholas Williams Arthuer receives",131,N/A,0.1378,0.0103,0.0833,0.3198,0.0,0.3333333333333333,0.0
30,6,"Little over 15 minutes of the first period remaining here. Bellingham has just attempted to gather a long pass down the left, but Carvajal is across to deal with the danger.",general,"[29:23] Unai Simón Mendibil wins the ball back under pressure, carries the ball from the right defensive third into the central defensive third under pressure, plays a short pass along the ground to Robin Aime Robert Le Normand Robin Aime Robert Le Normand receives under pressure, carries the ball",130,N/A,0.1064,0.0094,0.0833,0.2266,0.0,0.3333333333333333,0.0
30,7,"Little over 15 minutes of the first period remaining here. Bellingham has just attempted to gather a long pass down the left, but Carvajal is across to deal with the danger.",general,"[29:11] John Stones wins the ball back under pressure, carries the ball from the central midfield into the right midfield under pressure, plays a short pass along the ground to Declan Rice Declan Rice receives under pressure, carries the ball",128,N/A,0.0978,0.0116,0.0833,0.1984,0.0,0.3333333333333333,0.0
32,1,"Rice is still down here, it was a nasty kick in his stomach from Olmo.",general,"[29:56] Daniel Olmo Carvajal receives under pressure in the central attacking third under pressure, carries the ball ⚠ FOUL by Daniel Olmo Carvajal in the central attacking third - YELLOW CARD for Daniel Olmo Carvajal! . Declan Rice is fouled ⏸ PLAY STOPPED - Declan Rice (England) is down injured",133,N/A,0.3526,0.0929,0.4,0.5649,0.6666666666666666,0.0,1.0
32,2,"Rice is still down here, it was a nasty kick in his stomach from Olmo.",general,"[31:36] Marc Guehi receives under pressure, carries the ball - BUT LOSES IT! . Lamine Yamal Nasraoui Ebana closes down Marc Guehi . Marc Guehi under MASSIVE pressure, delivers the free kick a medium pass forward along the ground to Luke Shaw . Daniel Carvajal Ramos closes down Marc Guehi",134,N/A,0.1845,0.0171,0.2,0.3365,0.0,0.0,1.0
34,1,"Stop-start game at the moment, with the referee being forced to intervene due to some late tackles. Little over 10 minutes until the end of the first period, and it has flown past.",general,"[33:02] Phil Foden closes down Nicholas Williams Arthuer . Rodrigo Hernández Cascante receives under pressure, plays a short pass along the ground to Aymeric Laporte Aymeric Laporte receives under pressure, carries the ball",142,N/A,0.1142,0.0,0.0,0.3425,0.0,0.0,0.0
34,2,"Stop-start game at the moment, with the referee being forced to intervene due to some late tackles. Little over 10 minutes until the end of the first period, and it has flown past.",general,"[33:22] Fabián Ruiz Peña under pressure, carries the ball under pressure, plays a medium pass along the ground to Daniel Carvajal Ramos into the left attacking third Daniel Carvajal Ramos receives under pressure in the left attacking third under pressure, carries the ball under pressure, plays a short pass forward along the ground to Lamine Yamal Nasraoui Ebana",144,N/A,0.1082,0.0,0.0,0.3246,0.0,0.0,0.0
34,3,"Stop-start game at the moment, with the referee being forced to intervene due to some late tackles. Little over 10 minutes until the end of the first period, and it has flown past.",general,"[33:12] Aymeric Laporte surges forward on a BRILLIANT run from the right midfield into the right attacking third - BUT LOSES IT! . Phil Foden closes down Aymeric Laporte . Aymeric Laporte under MASSIVE pressure, plays a medium pass forward along the ground to Marc Cucurella Saseta Marc Cucurella Saseta receives under pressure in the right attacking third under pressure, carries the ball",143,N/A,0.099,0.0,0.0,0.2971,0.0,0.0,0.0
34,4,"Stop-start game at the moment, with the referee being forced to intervene due to some late tackles. Little over 10 minutes until the end of the first period, and it has flown past.",general,"[32:51] Daniel Carvajal Ramos under MASSIVE pressure, plays a long pass back along the ground to Unai Simón Mendibil Unai Simón Mendibil receives under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Aymeric Laporte Aymeric Laporte receives",141,N/A,0.0947,0.0,0.0,0.284,0.0,0.0,0.0
36,1,"Laporte wants a penalty, as Rice pulls him to the ground, but the referee is not interested and VAR agree. Spain have another corner, but England again deal with it, as Kane blocks Olmo's shot.",general,"[35:15] Fabián Ruiz Peña under pressure, carries the ball under pressure, delivers the corner a medium pass along the ground to Rodrigo Hernández Cascante Rodrigo Hernández Cascante receives under pressure, carries the ball under pressure, delivers the corner a medium pass along the ground to Aymeric Laporte",148,N/A,0.245,0.042,0.2,0.4929,0.16666666666666666,0.0,0.0
36,2,"Laporte wants a penalty, as Rice pulls him to the ground, but the referee is not interested and VAR agree. Spain have another corner, but England again deal with it, as Kane blocks Olmo's shot.",general,"[35:28] Rodrigo Hernández Cascante under pressure, delivers the corner a medium pass along the ground to Fabián Ruiz Peña Fabián Ruiz Peña receives under pressure, carries the ball - BUT LOSES IT! . Declan Rice closes down Fabián Ruiz Peña . Fabián Ruiz Peña under MASSIVE pressure, delivers the corner a short pass along the ground to Robin Aime Robert Le Normand",149,N/A,0.2324,0.0345,0.2,0.4627,0.16666666666666666,0.0,0.0
36,3,"Laporte wants a penalty, as Rice pulls him to the ground, but the referee is not interested and VAR agree. Spain have another corner, but England again deal with it, as Kane blocks Olmo's shot.",general,"[35:07] Daniel Olmo Carvajal under pressure, carries the ball under pressure, delivers the corner a short pass along the ground to Álvaro Borja Morata Martín Álvaro Borja Morata Martín receives under pressure, delivers the corner a short pass along the ground to Rodrigo Hernández Cascante Rodrigo Hernández Cascante receives",147,N/A,0.2239,0.0402,0.1929,0.4387,0.14285714285714285,0.0,0.0
36,4,"Laporte wants a penalty, as Rice pulls him to the ground, but the referee is not interested and VAR agree. Spain have another corner, but England again deal with it, as Kane blocks Olmo's shot.",general,"[34:59] Álvaro Borja Morata Martín closes down Jordan Pickford . Harry Kane wins the ball back under pressure, carries the ball under pressure, delivers the corner a long ball forward through the air to Kobbie Mainoo . Daniel Olmo Carvajal closes down Harry Kane",146,N/A,0.2208,0.0437,0.225,0.3936,0.25,0.0,0.0
36,5,"Laporte wants a penalty, as Rice pulls him to the ground, but the referee is not interested and VAR agree. Spain have another corner, but England again deal with it, as Kane blocks Olmo's shot.",general,"[35:35] Rodrigo Hernández Cascante under pressure, delivers the corner a medium pass along the ground to Robin Aime Robert Le Normand Robin Aime Robert Le Normand receives under pressure, drives forward with the ball from the left midfield into the left attacking third under pressure, delivers the corner a short pass along the ground to Daniel Carvajal Ramos Daniel Carvajal Ramos receives under pressure in the left attacking third",150,N/A,0.2024,0.0277,0.15,0.4296,0.0,0.0,0.0
36,6,"Laporte wants a penalty, as Rice pulls him to the ground, but the referee is not interested and VAR agree. Spain have another corner, but England again deal with it, as Kane blocks Olmo's shot.",general,"[35:47] Fabián Ruiz Peña receives under pressure in the central attacking third under pressure, carries the ball under pressure, delivers the corner a medium pass along the ground to Marc Cucurella Saseta Marc Cucurella Saseta receives under pressure in the central attacking third under pressure, carries the ball - BUT LOSES IT!",151,N/A,0.1693,0.0169,0.15,0.341,0.0,0.0,0.0
36,7,"Laporte wants a penalty, as Rice pulls him to the ground, but the referee is not interested and VAR agree. Spain have another corner, but England again deal with it, as Kane blocks Olmo's shot.",general,"[35:54] Kyle Walker is beaten by Kyle Walker! . Nicholas Williams Arthuer takes on the defender under pressure, carries the ball under pressure, delivers the corner a dangerous long ball forward through the air into the central attacking third, but it goes out of play",152,N/A,0.1588,0.0117,0.15,0.3148,0.0,0.0,0.0
38,1,"Spain are on the front foot at the moment, but we are still waiting for the first serious chance of the match. England just need to find a way to relieve some of the pressure.",general,"[37:26] Daniel Carvajal Ramos under pressure, plays a medium pass forward through the air, INTERCEPTED! Spain loses the ball . Luke Shaw clears the danger . Daniel Carvajal Ramos under pressure, plays a short pass to Lamine Yamal Nasraoui Ebana Lamine Yamal Nasraoui Ebana receives under pressure in the left attacking third under pressure, carries the ball - BUT LOSES IT!",158,N/A,0.2698,0.0549,0.25,0.5044,0.0,0.2,1.0
38,2,"Spain are on the front foot at the moment, but we are still waiting for the first serious chance of the match. England just need to find a way to relieve some of the pressure.",general,"[37:00] Daniel Carvajal Ramos under pressure, carries the ball under pressure, plays a long ball through the air to Aymeric Laporte Aymeric Laporte receives under pressure, drives forward with the ball from the central midfield into the right attacking third under pressure, plays a medium pass along the ground to Rodrigo Hernández Cascante",156,N/A,0.2377,0.048,0.2833,0.3817,0.0,0.3333333333333333,1.0
38,3,"Spain are on the front foot at the moment, but we are still waiting for the first serious chance of the match. England just need to find a way to relieve some of the pressure.",general,"[37:18] Nicholas Williams Arthuer under pressure, plays a dangerous short pass along the ground to Lamine Yamal Nasraoui Ebana into the DANGER ZONE Lamine Yamal Nasraoui Ebana receives under pressure in the left attacking third under pressure, carries the ball - BUT LOSES IT! . Jude Bellingham closes down Lamine Yamal Nasraoui Ebana . Lamine Yamal Nasraoui Ebana under MASSIVE pressure, plays a dangerous short pass along the ground into the DANGER ZONE, INTERCEPTED! Spain loses the ball",157,N/A,0.2299,0.0483,0.2625,0.379,0.0,0.25,1.0
38,4,"Spain are on the front foot at the moment, but we are still waiting for the first serious chance of the match. England just need to find a way to relieve some of the pressure.",general,"[37:37] Rodrigo Hernández Cascante closes down Jude Bellingham is beaten by Rodrigo Hernández Cascante! . Jude Bellingham takes on the defender under pressure, carries the ball from the right defensive third into the central defensive third - BUT LOSES IT! . Fabián Ruiz Peña closes down Jude Bellingham",159,N/A,0.2284,0.0122,0.45,0.223,0.0,1.0,1.0
38,5,"Spain are on the front foot at the moment, but we are still waiting for the first serious chance of the match. England just need to find a way to relieve some of the pressure.",general,"[37:48] Aymeric Laporte under pressure, plays a short pass along the ground to Fabián Ruiz Peña into the right attacking third Fabián Ruiz Peña receives under pressure in the right attacking third under pressure, carries the ball under pressure, plays a dangerous long ball forward through the air into the central attacking third, but it goes out of play",160,N/A,0.2233,0.0433,0.2833,0.3434,0.0,0.3333333333333333,1.0
38,6,"Spain are on the front foot at the moment, but we are still waiting for the first serious chance of the match. England just need to find a way to relieve some of the pressure.",general,"[36:50] Phil Foden closes down Rodrigo Hernández Cascante . Rodrigo Hernández Cascante under pressure, plays a medium pass along the ground to Lamine Yamal Nasraoui Ebana into the left attacking third Lamine Yamal Nasraoui Ebana receives under pressure in the left attacking third under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Nicholas Williams Arthuer",155,N/A,0.2,0.0416,0.2833,0.2752,0.0,0.3333333333333333,1.0
40,1,"We have not seen too much from Foden and Bellingham in this first period, with Spain dealing with the England duo, but the Three Lions are having some possession in the Spain half in the latter stages of the first period. Stones has just burst forward, but Spain clear.",general,"[39:20] Phil Foden under pressure, carries the ball under pressure, plays a short pass along the ground to Kyle Walker Kyle Walker receives under pressure, carries the ball under pressure, plays a medium pass back along the ground to John Stones",170,N/A,0.2568,0.0162,0.35,0.4043,0.5,0.0,1.0
40,2,"We have not seen too much from Foden and Bellingham in this first period, with Spain dealing with the England duo, but the Three Lions are having some possession in the Spain half in the latter stages of the first period. Stones has just burst forward, but Spain clear.",general,"[39:48] Nicholas Williams Arthuer receives under pressure, carries the ball - BUT LOSES IT! . John Stones closes down Nicholas Williams Arthuer . Nicholas Williams Arthuer under MASSIVE pressure, plays a short pass along the ground to Lamine Yamal Nasraoui Ebana Lamine Yamal Nasraoui Ebana receives",173,N/A,0.2007,0.0076,0.26,0.3344,0.2,0.0,1.0
40,3,"We have not seen too much from Foden and Bellingham in this first period, with Spain dealing with the England duo, but the Three Lions are having some possession in the Spain half in the latter stages of the first period. Stones has just burst forward, but Spain clear.",general,"[39:37] Fabián Ruiz Peña wins the ball back under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Nicholas Williams Arthuer Nicholas Williams Arthuer receives under pressure, drives forward with the ball - BUT LOSES IT!",172,N/A,0.1894,0.016,0.2,0.3523,0.0,0.0,1.0
40,4,"We have not seen too much from Foden and Bellingham in this first period, with Spain dealing with the England duo, but the Three Lions are having some possession in the Spain half in the latter stages of the first period. Stones has just burst forward, but Spain clear.",general,"[39:13] Kyle Walker under pressure, plays a short pass along the ground to Kobbie Mainoo Kobbie Mainoo receives under pressure, carries the ball under pressure, plays a short pass along the ground to Phil Foden Phil Foden receives",169,N/A,0.173,0.0171,0.26,0.242,0.2,0.0,1.0
40,5,"We have not seen too much from Foden and Bellingham in this first period, with Spain dealing with the England duo, but the Three Lions are having some possession in the Spain half in the latter stages of the first period. Stones has just burst forward, but Spain clear.",general,"[39:02] Bukayo Saka under pressure, carries the ball under pressure, plays a short pass back along the ground to Kyle Walker Kyle Walker receives under pressure, carries the ball under pressure, plays a medium pass back along the ground to John Stones",168,N/A,0.1715,0.008,0.26,0.2464,0.2,0.0,1.0
40,6,"We have not seen too much from Foden and Bellingham in this first period, with Spain dealing with the England duo, but the Three Lions are having some possession in the Spain half in the latter stages of the first period. Stones has just burst forward, but Spain clear.",general,"[38:50] Kyle Walker in the duel under pressure, carries the ball under pressure, plays a short pass along the ground to Declan Rice Declan Rice receives under pressure, carries the ball",167,N/A,0.1278,0.0,0.2,0.1833,0.0,0.0,1.0
40,7,"We have not seen too much from Foden and Bellingham in this first period, with Spain dealing with the England duo, but the Three Lions are having some possession in the Spain half in the latter stages of the first period. Stones has just burst forward, but Spain clear.",general,[39:34] Harry Kane receives under pressure in the central attacking third . Crucial block by Aymeric Laporte! Rodrigo Hernández Cascante clears the danger,171,N/A,0.1269,0.0,0.0625,0.3181,0.0,0.25,0.0
42,1,"Williams breaks clear down the left, but he has to cut back, and Spain look to go down the other side. Nothing to separate the two teams in the opening half of action.",general,"[41:01] Robin Aime Robert Le Normand wins the ball back under pressure, drives forward with the ball under pressure, plays a medium pass forward along the ground to Nicholas Williams Arthuer Nicholas Williams Arthuer receives under pressure, carries the ball - BUT LOSES IT!",182,N/A,0.291,0.0234,0.5,0.3496,1.0,0.0,1.0
42,2,"Williams breaks clear down the left, but he has to cut back, and Spain look to go down the other side. Nothing to separate the two teams in the opening half of action.",general,"[40:52] Harry Kane under pressure, plays a long ball forward through the air to Bukayo Saka into the left attacking third Bukayo Saka receives under pressure in the left attacking third under pressure, carries the ball - BUT LOSES IT! . Marc Cucurella Saseta closes down Bukayo Saka . Bukayo Saka under MASSIVE pressure, plays a dangerous short pass back along the ground to Kobbie Mainoo into the central attacking third",181,N/A,0.2536,0.0204,0.35,0.3903,0.0,0.0,1.0
42,3,"Williams breaks clear down the left, but he has to cut back, and Spain look to go down the other side. Nothing to separate the two teams in the opening half of action.",general,"[41:21] Lamine Yamal Nasraoui Ebana under pressure, carries the ball under pressure, plays a short pass along the ground to Daniel Carvajal Ramos . Marc Guehi closes down Lamine Yamal Nasraoui Ebana . Daniel Carvajal Ramos receives under pressure, carries the ball",184,N/A,0.2106,0.0,0.2,0.4318,0.0,0.0,1.0
42,4,"Williams breaks clear down the left, but he has to cut back, and Spain look to go down the other side. Nothing to separate the two teams in the opening half of action.",general,"[41:14] Fabián Ruiz Peña receives under pressure, carries the ball under pressure, plays a short pass along the ground to Rodrigo Hernández Cascante Rodrigo Hernández Cascante receives under pressure, carries the ball",183,N/A,0.1836,0.0,0.2,0.3509,0.0,0.0,1.0
43,1,"Morata has just broken into the England box, but Stones and Guehi between them manage to make the clearance, as Spain have another corner here.",general,"[42:12] Aymeric Laporte surges forward on a BRILLIANT run from the central defensive third into the right midfield under pressure, plays a long pass forward along the ground to Álvaro Borja Morata Martín into the right attacking third Álvaro Borja Morata Martín receives under pressure in the right attacking third under pressure, carries the ball - BUT LOSES IT! . Marc Guehi closes down Álvaro Borja Morata Martín",187,N/A,0.2701,0.0367,0.3,0.4736,0.3333333333333333,0.0,1.0
43,2,"Morata has just broken into the England box, but Stones and Guehi between them manage to make the clearance, as Spain have another corner here.",general,"[42:02] Aymeric Laporte wins the ball back under pressure, carries the ball under pressure, plays a long pass back along the ground to Unai Simón Mendibil Unai Simón Mendibil receives under pressure, carries the ball",186,N/A,0.1355,0.0,0.2,0.2064,0.0,0.0,1.0
43,3,"Morata has just broken into the England box, but Stones and Guehi between them manage to make the clearance, as Spain have another corner here.",general,"[41:58] Luke Shaw under pressure, plays a medium pass forward through the air to Kobbie Mainoo Kobbie Mainoo receives under pressure, plays a medium pass forward through the air to Phil Foden, but the pass doesn't find its target Phil Foden receives",185,N/A,0.1151,0.0,0.2,0.1454,0.0,0.0,1.0
45,1,"England have a free kick in a dangerous area, as Williams fouls Walker... CHANCE!  ... best chance of the match! The ball comes to Foden at the far post following a deep free kick, but Simon is on hand to make a smart save. Foden got good contact on the ball! We are into the second of two added minutes at the end of the first period. HALF TIME:  SPAIN 0-0 ENGLAND",general,"[44:00] Jude Bellingham in the duel under pressure, carries the ball under pressure, plays a dangerous medium pass along the ground to Harry Kane into the central attacking third Harry Kane receives under pressure in the central attacking third under pressure, carries the ball - BUT LOSES IT!",192,N/A,0.1079,0.0308,0.0,0.2929,0.0,0.0,0.0
45,2,"England have a free kick in a dangerous area, as Williams fouls Walker... CHANCE!  ... best chance of the match! The ball comes to Foden at the far post following a deep free kick, but Simon is on hand to make a smart save. Foden got good contact on the ball! We are into the second of two added minutes at the end of the first period. HALF TIME:  SPAIN 0-0 ENGLAND",general,[43:59] Jude Bellingham closes down Daniel Carvajal Ramos . Daniel Carvajal Ramos is dispossessed by Jude Bellingham!,191,N/A,0.0815,0.0,0.0,0.2445,0.0,0.0,0.0
46,1,KICKOFF:  Spain restart the contest here.,key_event,"[47:02] Half End . Half Start . Half Start ⚔ SUBSTITUTION for Spain: Rodrigo Hernández Cascante comes off, replaced by Martín Zubimendi Ibáñez. Rodrigo Hernández Cascante was playing as Right Defensive Midfield",197,N/A,0.2448,0.024,0.2,0.5104,0.0,0.0,1.0
46,2,KICKOFF:  Spain restart the contest here.,key_event,[45:28] . Bukayo Saka closes down Marc Cucurella Saseta,200,N/A,0.1693,0.0,0.2,0.3078,0.0,0.0,1.0
46,3,KICKOFF:  Spain restart the contest here.,key_event,[45:49] . Kyle Walker closes down Marc Cucurella Saseta,202,N/A,0.1633,0.0,0.2,0.2898,0.0,0.0,1.0
46,4,KICKOFF:  Spain restart the contest here.,key_event,"[44:08] Kyle Walker wins the ball back under pressure, carries the ball - BUT LOSES IT! . ⚠ FOUL by Nicholas Williams Arthuer in the right defensive third . Kyle Walker is fouled Declan Rice under pressure, delivers the free kick a long ball forward through the air to Harry Kane into the central attacking third, but the pass doesn't find its target",193,N/A,0.126,0.0,0.2,0.178,0.0,0.0,1.0
46,5,KICKOFF:  Spain restart the contest here.,key_event,[45:04],198,N/A,0.1218,0.0,0.2,0.1653,0.0,0.0,1.0
46,6,KICKOFF:  Spain restart the contest here.,key_event,[45:19],199,N/A,0.0862,0.0,0.2,0.0585,0.0,0.0,1.0
46,7,KICKOFF:  Spain restart the contest here.,key_event,[45:32] Crucial block by Bukayo Saka!,201,N/A,0.0578,0.0,0.0,0.1733,0.0,0.0,0.0
47,1,"No word of the issue for Rodri, but it simply has to be a fitness problem, as he is his country's most important player. It is a huge blow for La Roja, but Zubimendi is a super player. GOAL!  SPAIN 1-0 ENGLAND (WILLIAMS) Oh my goodness me - what a goal! Spain make the breakthrough early in the second period as Yamal sets up Williams, who places one into the bottom corner. Super finish!",key_event,[46:09] Nicholas Williams Arthuer receives under pressure in the central attacking third  GOOOAL! Nicholas Williams Arthuer scores! A superb left-footed finish! Spain now lead 1-0! His 2nd goal of the tournament in the 46th minute! . The goalkeeper deals with it,204,N/A,0.3056,0.0752,0.3375,0.504,0.25,0.25,1.0
47,2,"No word of the issue for Rodri, but it simply has to be a fitness problem, as he is his country's most important player. It is a huge blow for La Roja, but Zubimendi is a super player. GOAL!  SPAIN 1-0 ENGLAND (WILLIAMS) Oh my goodness me - what a goal! Spain make the breakthrough early in the second period as Yamal sets up Williams, who places one into the bottom corner. Super finish!",key_event,"[46:40] From the goal kick, Jordan Pickford under pressure, plays a long ball forward through the air to Bukayo Saka into the left attacking third, but the pass doesn't find its target Bukayo Saka receives under pressure in the left attacking third in the duel",195,N/A,0.1814,0.0151,0.2625,0.2666,0.0,0.25,1.0
