game_id,team_x,team_y,differential_case,sign_accuracy
3938641,Poland,Austria,Negative-Positive_Y_Wins,1
3938641,Poland,Austria,Negative-Positive_Y_Wins,1
3938641,Poland,Austria,Negative-Positive_Y_Wins,1
3938641,Poland,Austria,Negative-Negative_Y_Wins,1
3938641,Poland,Austria,Negative-Negative_Y_Wins,1
3938641,Poland,Austria,Negative-Negative_Y_Wins,1
3938641,Poland,Austria,Negative-Negative_Y_Wins,1
3938641,Poland,Austria,Negative-Negative_X_Wins,0
3938641,Poland,Austria,Positive-Negative_X_Wins,1
3938641,Poland,Austria,Positive-Negative_X_Wins,1
3938641,Poland,Austria,Negative-Negative_X_Wins,1
3938641,Poland,Austria,Negative-Negative_Y_Wins,0
3938642,Georgia,Czech Republic,Positive-Negative_X_Wins,1
3938642,Georgia,Czech Republic,Negative-Negative_X_Wins,1
3938642,Georgia,Czech Republic,Negative-Positive_Y_Wins,0
3938642,Georgia,Czech Republic,Negative-Positive_Y_Wins,1
3938642,Georgia,Czech Republic,Negative-Positive_Y_Wins,1
3938642,Georgia,Czech Republic,Negative-Positive_Y_Wins,1
3938642,Georgia,Czech Republic,Negative-Positive_Y_Wins,1
3938642,Georgia,Czech Republic,Negative-Negative_X_Wins,1
3938642,Georgia,Czech Republic,Positive-Negative_X_Wins,1
3938642,Georgia,Czech Republic,Negative-Negative_X_Wins,1
3938642,Georgia,Czech Republic,Negative-Positive_Y_Wins,1
3938642,Georgia,Czech Republic,Negative-Positive_Y_Wins,1
3938642,Georgia,Czech Republic,Positive-Positive_Y_Wins,1
3938642,Georgia,Czech Republic,Positive-Negative_X_Wins,0
3938642,Georgia,Czech Republic,Positive-Negative_X_Wins,1
3938643,France,Poland,Positive-Positive_X_Wins,1
3938643,France,Poland,Positive-Negative_X_Wins,1
3938643,France,Poland,Negative-Negative_Y_Wins,1
3938643,France,Poland,Negative-Negative_Y_Wins,1
3938643,France,Poland,Negative-Negative_Y_Wins,0
3938643,France,Poland,Negative-Negative_Y_Wins,0
3938643,France,Poland,Negative-Negative_Y_Wins,0
3938643,France,Poland,Negative-Negative_Y_Wins,0
3938643,France,Poland,Negative-Negative_Y_Wins,1
3938643,France,Poland,Negative-Negative_Y_Wins,1
3938643,France,Poland,Negative-Negative_Y_Wins,1
3938643,France,Poland,Negative-Negative_Y_Wins,0
3938643,France,Poland,Negative-Negative_Y_Wins,0
3938643,France,Poland,Negative-Negative_Y_Wins,0
3938643,France,Poland,Negative-Negative_Y_Wins,0
3938644,Georgia,Portugal,Negative-Negative_Y_Wins,1
3938644,Georgia,Portugal,Negative-Negative_X_Wins,1
3938644,Georgia,Portugal,Positive-Negative_X_Wins,1
3938644,Georgia,Portugal,Positive-Negative_X_Wins,1
3938644,Georgia,Portugal,Positive-Negative_X_Wins,1
3938644,Georgia,Portugal,Negative-Negative_X_Wins,0
3938644,Georgia,Portugal,Negative-Negative_X_Wins,1
3938644,Georgia,Portugal,Negative-Negative_X_Wins,1
3938644,Georgia,Portugal,Negative-Negative_X_Wins,1
3938644,Georgia,Portugal,Negative-Negative_Y_Wins,0
3938644,Georgia,Portugal,Negative-Negative_Y_Wins,1
3938644,Georgia,Portugal,Negative-Negative_Y_Wins,1
3938644,Georgia,Portugal,Negative-Negative_Y_Wins,1
3938644,Georgia,Portugal,Negative-Negative_X_Wins,1
3938644,Georgia,Portugal,Negative-Negative_X_Wins,1
3938645,Ukraine,Belgium,Positive-Negative_X_Wins,1
3938645,Ukraine,Belgium,Negative-Negative_Y_Wins,1
3938645,Ukraine,Belgium,Negative-Positive_Y_Wins,1
3938645,Ukraine,Belgium,Negative-Negative_Y_Wins,0
3938645,Ukraine,Belgium,Negative-Positive_Y_Wins,0
3938645,Ukraine,Belgium,Negative-Negative_Y_Wins,1
3938645,Ukraine,Belgium,Negative-Positive_Y_Wins,1
3938645,Ukraine,Belgium,Negative-Negative_Y_Wins,1
3938645,Ukraine,Belgium,Negative-Negative_X_Wins,1
3938645,Ukraine,Belgium,Negative-Negative_X_Wins,1
3938645,Ukraine,Belgium,Negative-Negative_X_Wins,1
3938645,Ukraine,Belgium,Negative-Positive_Y_Wins,1
3938645,Ukraine,Belgium,Negative-Positive_Y_Wins,1
3938645,Ukraine,Belgium,Negative-Positive_Y_Wins,1
3938645,Ukraine,Belgium,Negative-Negative_X_Wins,0
3940878,Switzerland,Italy,Negative-Positive_Y_Wins,1
3940878,Switzerland,Italy,Positive-Negative_X_Wins,0
3940878,Switzerland,Italy,Positive-Negative_X_Wins,0
3940878,Switzerland,Italy,Positive-Negative_X_Wins,1
3940878,Switzerland,Italy,Positive-Negative_X_Wins,1
3940878,Switzerland,Italy,Positive-Negative_X_Wins,0
3940878,Switzerland,Italy,Negative-Negative_Y_Wins,1
3940878,Switzerland,Italy,Negative-Negative_Y_Wins,1
3940878,Switzerland,Italy,Positive-Positive_X_Wins,0
3940878,Switzerland,Italy,Positive-Positive_X_Wins,1
3940878,Switzerland,Italy,Positive-Positive_X_Wins,1
3940878,Switzerland,Italy,Positive-Positive_X_Wins,1
3940878,Switzerland,Italy,Negative-Positive_Y_Wins,1
3940983,Germany,Denmark,Positive-Negative_X_Wins,1
3940983,Germany,Denmark,Positive-Negative_X_Wins,0
3940983,Germany,Denmark,Negative-Negative_X_Wins,0
3940983,Germany,Denmark,Positive-Negative_X_Wins,0
3940983,Germany,Denmark,Positive-Negative_X_Wins,1
3940983,Germany,Denmark,Positive-Negative_X_Wins,1
3940983,Germany,Denmark,Positive-Negative_X_Wins,1
3940983,Germany,Denmark,Negative-Negative_Y_Wins,0
3940983,Germany,Denmark,Negative-Negative_Y_Wins,0
3940983,Germany,Denmark,Negative-Negative_Y_Wins,0
3940983,Germany,Denmark,Negative-Negative_Y_Wins,0
3940983,Germany,Denmark,Negative-Positive_Y_Wins,0
3940983,Germany,Denmark,Negative-Positive_Y_Wins,0
3940983,Germany,Denmark,Negative-Negative_Y_Wins,1
3940983,Germany,Denmark,Negative-Negative_Y_Wins,1
3941017,England,Slovakia,Positive-Negative_X_Wins,1
3941017,England,Slovakia,Positive-Positive_X_Wins,1
3941017,England,Slovakia,Negative-Positive_Y_Wins,1
3941017,England,Slovakia,Negative-Positive_Y_Wins,1
3941017,England,Slovakia,Negative-Positive_Y_Wins,1
3941017,England,Slovakia,Negative-Positive_Y_Wins,0
3941017,England,Slovakia,Negative-Negative_Y_Wins,1
3941017,England,Slovakia,Negative-Positive_Y_Wins,1
3941017,England,Slovakia,Negative-Positive_Y_Wins,1
3941017,England,Slovakia,Negative-Negative_X_Wins,1
3941017,England,Slovakia,Negative-Negative_X_Wins,1
3941017,England,Slovakia,Positive-Negative_X_Wins,1
3941017,England,Slovakia,Positive-Negative_X_Wins,1
3941017,England,Slovakia,Negative-Positive_Y_Wins,1
3941017,England,Slovakia,Negative-Positive_Y_Wins,1
3941018,Spain,Georgia,Negative-Negative_X_Wins,1
3941018,Spain,Georgia,Negative-Negative_X_Wins,1
3941018,Spain,Georgia,Negative-Negative_X_Wins,1
3941018,Spain,Georgia,Negative-Positive_Y_Wins,1
3941018,Spain,Georgia,Negative-Negative_X_Wins,0
3941018,Spain,Georgia,Negative-Positive_Y_Wins,1
3941018,Spain,Georgia,Negative-Negative_Y_Wins,1
3941018,Spain,Georgia,Positive-Negative_X_Wins,1
3941018,Spain,Georgia,Positive-Negative_X_Wins,0
3941018,Spain,Georgia,Positive-Negative_X_Wins,1
3941018,Spain,Georgia,Positive-Negative_X_Wins,1
3941018,Spain,Georgia,Positive-Negative_X_Wins,1
3941018,Spain,Georgia,Positive-Negative_X_Wins,1
3941018,Spain,Georgia,Negative-Negative_X_Wins,1
3941019,France,Belgium,Positive-Negative_X_Wins,1
3941019,France,Belgium,Positive-Positive_X_Wins,0
3941019,France,Belgium,Negative-Positive_Y_Wins,1
3941019,France,Belgium,Positive-Positive_X_Wins,0
3941019,France,Belgium,Positive-Negative_X_Wins,0
3941019,France,Belgium,Positive-Negative_X_Wins,1
3941019,France,Belgium,Positive-Negative_X_Wins,1
3941019,France,Belgium,Negative-Negative_X_Wins,0
3941019,France,Belgium,Negative-Negative_X_Wins,0
3941019,France,Belgium,Positive-Negative_X_Wins,0
3941019,France,Belgium,Positive-Negative_X_Wins,0
3941019,France,Belgium,Positive-Negative_X_Wins,0
3941019,France,Belgium,Positive-Negative_X_Wins,1
3941019,France,Belgium,Positive-Negative_X_Wins,1
3941020,Portugal,Slovenia,Positive-Negative_X_Wins,1
3941020,Portugal,Slovenia,Positive-Negative_X_Wins,1
3941020,Portugal,Slovenia,Negative-Positive_Y_Wins,1
3941020,Portugal,Slovenia,Negative-Positive_Y_Wins,1
3941020,Portugal,Slovenia,Negative-Positive_Y_Wins,1
3941020,Portugal,Slovenia,Negative-Negative_Y_Wins,0
3941020,Portugal,Slovenia,Negative-Negative_X_Wins,1
3941020,Portugal,Slovenia,Negative-Negative_Y_Wins,1
3941020,Portugal,Slovenia,Negative-Positive_Y_Wins,1
3941020,Portugal,Slovenia,Negative-Negative_Y_Wins,1
3941020,Portugal,Slovenia,Positive-Negative_X_Wins,1
3941020,Portugal,Slovenia,Positive-Negative_X_Wins,1
3941020,Portugal,Slovenia,Positive-Negative_X_Wins,1
3941020,Portugal,Slovenia,Negative-Negative_X_Wins,1
3941020,Portugal,Slovenia,Negative-Negative_Y_Wins,1
3941021,Romania,Netherlands,Positive-Positive_X_Wins,1
3941021,Romania,Netherlands,Positive-Positive_X_Wins,1
3941021,Romania,Netherlands,Negative-Negative_Y_Wins,1
3941021,Romania,Netherlands,Negative-Positive_Y_Wins,1
3941021,Romania,Netherlands,Negative-Positive_Y_Wins,1
3941021,Romania,Netherlands,Positive-Positive_X_Wins,1
3941021,Romania,Netherlands,Positive-Positive_X_Wins,0
3941021,Romania,Netherlands,Positive-Positive_X_Wins,1
3941021,Romania,Netherlands,Positive-Negative_X_Wins,1
3941021,Romania,Netherlands,Positive-Negative_X_Wins,1
3941021,Romania,Netherlands,Negative-Negative_Y_Wins,0
3941021,Romania,Netherlands,Negative-Positive_Y_Wins,0
3941021,Romania,Netherlands,Negative-Positive_Y_Wins,1
3941021,Romania,Netherlands,Negative-Positive_Y_Wins,1
3941021,Romania,Netherlands,Negative-Positive_Y_Wins,1
3941022,Austria,Turkey,Positive-Positive_X_Wins,1
3941022,Austria,Turkey,Positive-Negative_X_Wins,1
3941022,Austria,Turkey,Negative-Negative_X_Wins,1
3941022,Austria,Turkey,Negative-Negative_Y_Wins,1
3941022,Austria,Turkey,Negative-Positive_Y_Wins,1
3941022,Austria,Turkey,Positive-Positive_Y_Wins,0
3941022,Austria,Turkey,Positive-Positive_X_Wins,1
3941022,Austria,Turkey,Positive-Positive_X_Wins,1
3941022,Austria,Turkey,Positive-Positive_Y_Wins,1
3941022,Austria,Turkey,Positive-Positive_Y_Wins,1
3941022,Austria,Turkey,Negative-Negative_X_Wins,1
3941022,Austria,Turkey,Negative-Negative_X_Wins,1
3941022,Austria,Turkey,Negative-Positive_Y_Wins,1
3941022,Austria,Turkey,Negative-Positive_Y_Wins,1
3941022,Austria,Turkey,Negative-Positive_Y_Wins,1
3942226,Spain,Germany,Positive-Negative_X_Wins,1
3942226,Spain,Germany,Positive-Negative_X_Wins,1
3942226,Spain,Germany,Negative-Negative_Y_Wins,0
3942226,Spain,Germany,Negative-Positive_Y_Wins,0
3942226,Spain,Germany,Negative-Positive_Y_Wins,0
3942226,Spain,Germany,Negative-Positive_Y_Wins,0
3942226,Spain,Germany,Negative-Positive_Y_Wins,1
3942226,Spain,Germany,Negative-Positive_Y_Wins,1
3942226,Spain,Germany,Negative-Positive_Y_Wins,1
3942226,Spain,Germany,Negative-Positive_Y_Wins,1
3942226,Spain,Germany,Negative-Negative_Y_Wins,0
3942226,Spain,Germany,Positive-Negative_X_Wins,1
3942226,Spain,Germany,Positive-Negative_X_Wins,1
3942226,Spain,Germany,Negative-Negative_Y_Wins,0
3942226,Spain,Germany,Negative-Positive_Y_Wins,1
3942227,England,Switzerland,Negative-Positive_Y_Wins,1
3942227,England,Switzerland,Positive-Negative_X_Wins,1
3942227,England,Switzerland,Negative-Positive_Y_Wins,1
3942227,England,Switzerland,Negative-Negative_Y_Wins,1
3942227,England,Switzerland,Negative-Negative_Y_Wins,1
3942227,England,Switzerland,Positive-Negative_X_Wins,0
3942227,England,Switzerland,Negative-Negative_X_Wins,0
3942227,England,Switzerland,Positive-Negative_X_Wins,1
3942227,England,Switzerland,Negative-Negative_X_Wins,1
3942227,England,Switzerland,Negative-Negative_X_Wins,1
3942227,England,Switzerland,Negative-Positive_Y_Wins,1
3942227,England,Switzerland,Negative-Positive_Y_Wins,1
3942227,England,Switzerland,Negative-Positive_Y_Wins,1
3942227,England,Switzerland,Positive-Negative_X_Wins,0
3942227,England,Switzerland,Positive-Negative_X_Wins,1
3942349,Portugal,France,Negative-Positive_Y_Wins,1
3942349,Portugal,France,Positive-Positive_Y_Wins,1
3942349,Portugal,France,Positive-Negative_X_Wins,1
3942349,Portugal,France,Positive-Negative_X_Wins,1
3942349,Portugal,France,Positive-Negative_X_Wins,1
3942349,Portugal,France,Positive-Positive_Y_Wins,0
3942349,Portugal,France,Positive-Positive_Y_Wins,1
3942349,Portugal,France,Positive-Positive_Y_Wins,1
3942349,Portugal,France,Negative-Positive_Y_Wins,1
3942349,Portugal,France,Negative-Positive_Y_Wins,1
3942349,Portugal,France,Positive-Negative_X_Wins,1
3942349,Portugal,France,Positive-Negative_X_Wins,1
3942349,Portugal,France,Positive-Negative_X_Wins,1
3942349,Portugal,France,Positive-Negative_X_Wins,1
3942349,Portugal,France,Positive-Negative_X_Wins,1
3942382,Netherlands,Turkey,Negative-Positive_Y_Wins,1
3942382,Netherlands,Turkey,Positive-Negative_X_Wins,0
3942382,Netherlands,Turkey,Positive-Negative_X_Wins,1
3942382,Netherlands,Turkey,Positive-Negative_X_Wins,1
3942382,Netherlands,Turkey,Positive-Positive_X_Wins,1
3942382,Netherlands,Turkey,Positive-Positive_Y_Wins,1
3942382,Netherlands,Turkey,Positive-Negative_X_Wins,0
3942382,Netherlands,Turkey,Positive-Negative_X_Wins,0
3942382,Netherlands,Turkey,Positive-Negative_X_Wins,1
3942382,Netherlands,Turkey,Positive-Negative_X_Wins,1
3942382,Netherlands,Turkey,Positive-Negative_X_Wins,1
3942382,Netherlands,Turkey,Negative-Positive_Y_Wins,1
3942382,Netherlands,Turkey,Negative-Positive_Y_Wins,1
3942382,Netherlands,Turkey,Negative-Positive_Y_Wins,1
3942382,Netherlands,Turkey,Negative-Negative_X_Wins,1
3942752,Spain,France,Positive-Negative_X_Wins,1
3942752,Spain,France,Positive-Negative_X_Wins,1
3942752,Spain,France,Positive-Negative_X_Wins,1
3942752,Spain,France,Negative-Negative_Y_Wins,0
3942752,Spain,France,Negative-Positive_Y_Wins,0
3942752,Spain,France,Negative-Positive_Y_Wins,1
3942752,Spain,France,Negative-Positive_Y_Wins,1
3942752,Spain,France,Negative-Positive_Y_Wins,1
3942752,Spain,France,Positive-Negative_X_Wins,1
3942752,Spain,France,Positive-Positive_X_Wins,1
3942752,Spain,France,Positive-Positive_X_Wins,1
3942752,Spain,France,Positive-Positive_Y_Wins,0
3942752,Spain,France,Negative-Positive_Y_Wins,0
3942752,Spain,France,Negative-Positive_Y_Wins,0
3942752,Spain,France,Negative-Positive_Y_Wins,1
3942819,Netherlands,England,Negative-Positive_Y_Wins,1
3942819,Netherlands,England,Negative-Positive_Y_Wins,1
3942819,Netherlands,England,Negative-Positive_Y_Wins,1
3942819,Netherlands,England,Positive-Negative_X_Wins,1
3942819,Netherlands,England,Positive-Negative_X_Wins,1
3942819,Netherlands,England,Positive-Negative_X_Wins,1
3942819,Netherlands,England,Positive-Negative_X_Wins,0
3942819,Netherlands,England,Positive-Negative_X_Wins,0
3942819,Netherlands,England,Positive-Negative_X_Wins,0
3942819,Netherlands,England,Positive-Positive_X_Wins,0
3942819,Netherlands,England,Positive-Negative_X_Wins,1
3942819,Netherlands,England,Positive-Negative_X_Wins,1
3942819,Netherlands,England,Positive-Negative_X_Wins,0
3942819,Netherlands,England,Positive-Negative_X_Wins,1
3942819,Netherlands,England,Positive-Negative_X_Wins,1
3943043,Spain,England,Positive-Negative_X_Wins,0
3943043,Spain,England,Positive-Negative_X_Wins,1
3943043,Spain,England,Negative-Positive_Y_Wins,1
3943043,Spain,England,Positive-Negative_X_Wins,1
3943043,Spain,England,Negative-Negative_X_Wins,1
3943043,Spain,England,Negative-Negative_Y_Wins,1
3943043,Spain,England,Negative-Positive_Y_Wins,1
3943043,Spain,England,Negative-Positive_Y_Wins,1
3943043,Spain,England,Negative-Negative_X_Wins,0
3943043,Spain,England,Positive-Negative_X_Wins,0
3943043,Spain,England,Positive-Negative_X_Wins,1
3943043,Spain,England,Positive-Negative_X_Wins,1
3943043,Spain,England,Positive-Negative_X_Wins,1
3943043,Spain,England,Positive-Negative_X_Wins,0
3943043,Spain,England,Positive-Negative_X_Wins,0
