match_id,match_date,stage,kick_off_time,stadium,referee,team_a,team_b,team_a_score,team_b_score,team_a_matches_played,team_a_wins,team_a_draws,team_a_losses,team_a_goals_scored,team_a_goals_conceded,team_a_goal_difference,team_a_last_result,team_a_last_score,team_a_last_opponent,team_b_matches_played,team_b_wins,team_b_draws,team_b_losses,team_b_goals_scored,team_b_goals_conceded,team_b_goal_difference,team_b_last_result,team_b_last_score,team_b_last_opponent,team_a_lineup,team_b_lineup,event_number,event_id,minute,second,period,timestamp,event_type,event_team,is_team_a_event,player_name,player_position,location,under_pressure,duration,pass_details,carry_details,shot_details
3930158,2024-06-14,Group Stage,22:00:00.000,Allianz Arena,Clément Turpin,Germany,Scotland,5,1,0,0,0,0,0,0,0,No previous match,N/A,N/A,0,0,0,0,0,0,0,No previous match,N/A,N/A,1.Manuel Neuer | 2.Antonio Rüdiger | 3.David Raum | 4.Jonathan Tah | 5.Pascal Groß | 6.Joshua Kimmich | 7.Kai Havertz | 8.Toni Kroos | 9.Niclas Füllkrug | 10.Jamal Musiala | 11.Chris Führich,1.Angus Gunn | 2.Anthony Ralston | 3.Andrew Robertson | 4.Scott McTominay | 5.Grant Campbell Hanley | 6.Kieran Tierney | 7.John McGinn | 8.Callum McGregor | 9.Lawrence Shankland | 10.Che Adams | 11.Ryan Christie,1,f2207d37-beed-4073-84a5-f9d696e2afdd,0,0,1,00:00:00.000,Starting XI,Germany,True,None,Unknown,,,0.0,,,
3942382,2024-07-06,Quarter-finals,22:00:00.000,Olympiastadion Berlin,Clément Turpin,Netherlands,Turkey,2,1,4,2,1,1,7,4,3,Win,2-1,Poland,4,3,0,1,7,6,1,Loss,0-3,Portugal,1.Bart Verbruggen | 2.Lutsharel Geertruida | 3.Matthijs de Ligt | 4.Virgil van Dijk | 5.Nathan Aké | 6.Stefan de Vrij | 7.Xavi Simons | 8.Georginio Wijnaldum | 9.Wout Weghorst | 10.Memphis Depay | 11.Cody Mathès Gakpo,1.Fehmi Mert Günok | 2.Mehmet Zeki Çelik | 4.Samet Akaydin | 5.Okay Yokuşlu | 7.Muhammed Kerem Aktürkoğlu | 8.Arda Güler | 9.Cenk Tosun | 10.Hakan Çalhanoğlu | 11.Yusuf Yazıcı | 12.Altay Bayındır | 13.Ahmetcan Kaplan,4,8948093a-b31d-499a-825e-ca122b9b4ccc,0,0,1,00:00:00.000,Half Start,Turkey,False,None,Unknown,,,0.0,,,
3942752,2024-07-09,Semi-finals,22:00:00.000,Allianz Arena,Slavko Vinčić,Spain,France,2,1,5,5,0,0,11,2,9,Win,3-0,Croatia,5,2,3,0,3,1,2,Draw,1-1,Poland,1.David Raya Martin | 4.José Ignacio Fernández Iglesias | 5.Daniel Vivian Moreno | 6.Mikel Merino Zazón | 7.Álvaro Borja Morata Martín | 8.Fabián Ruiz Peña | 9.José Luis Sanmartín Mato | 10.Daniel Olmo Carvajal | 11.Ferrán Torres García | 12.Alejandro Grimaldo García | 13.Alejandro Remiro Gargallo,1.Brice Samba | 2.Benjamin Pavard | 3.Ferland Mendy | 4.Dayotchanculle Upamecano | 5.Jules Koundé | 6.Eduardo Camavinga | 7.Antoine Griezmann | 8.Aurélien Djani Tchouaméni | 9.Olivier Giroud | 10.Kylian Mbappé Lottin | 11.Ousmane Dembélé,1,045a583b-dcc8-4f00-9524-19f3ce57f667,0,0,1,00:00:00.000,Starting XI,Spain,True,None,Unknown,,,0.0,,,
3942752,2024-07-09,Semi-finals,22:00:00.000,Allianz Arena,Slavko Vinčić,Spain,France,2,1,5,5,0,0,11,2,9,Win,3-0,Croatia,5,2,3,0,3,1,2,Draw,1-1,Poland,1.David Raya Martin | 4.José Ignacio Fernández Iglesias | 5.Daniel Vivian Moreno | 6.Mikel Merino Zazón | 7.Álvaro Borja Morata Martín | 8.Fabián Ruiz Peña | 9.José Luis Sanmartín Mato | 10.Daniel Olmo Carvajal | 11.Ferrán Torres García | 12.Alejandro Grimaldo García | 13.Alejandro Remiro Gargallo,1.Brice Samba | 2.Benjamin Pavard | 3.Ferland Mendy | 4.Dayotchanculle Upamecano | 5.Jules Koundé | 6.Eduardo Camavinga | 7.Antoine Griezmann | 8.Aurélien Djani Tchouaméni | 9.Olivier Giroud | 10.Kylian Mbappé Lottin | 11.Ousmane Dembélé,2,878f899a-4bc7-4c15-b38b-306464aaa427,0,0,1,00:00:00.000,Starting XI,France,False,None,Unknown,,,0.0,,,
3942752,2024-07-09,Semi-finals,22:00:00.000,Allianz Arena,Slavko Vinčić,Spain,France,2,1,5,5,0,0,11,2,9,Win,3-0,Croatia,5,2,3,0,3,1,2,Draw,1-1,Poland,1.David Raya Martin | 4.José Ignacio Fernández Iglesias | 5.Daniel Vivian Moreno | 6.Mikel Merino Zazón | 7.Álvaro Borja Morata Martín | 8.Fabián Ruiz Peña | 9.José Luis Sanmartín Mato | 10.Daniel Olmo Carvajal | 11.Ferrán Torres García | 12.Alejandro Grimaldo García | 13.Alejandro Remiro Gargallo,1.Brice Samba | 2.Benjamin Pavard | 3.Ferland Mendy | 4.Dayotchanculle Upamecano | 5.Jules Koundé | 6.Eduardo Camavinga | 7.Antoine Griezmann | 8.Aurélien Djani Tchouaméni | 9.Olivier Giroud | 10.Kylian Mbappé Lottin | 11.Ousmane Dembélé,3,bba4f077-46e4-48d8-ad17-ecc3c0a299f4,0,0,1,00:00:00.000,Half Start,Spain,True,None,Unknown,,,0.0,,,
3942752,2024-07-09,Semi-finals,22:00:00.000,Allianz Arena,Slavko Vinčić,Spain,France,2,1,5,5,0,0,11,2,9,Win,3-0,Croatia,5,2,3,0,3,1,2,Draw,1-1,Poland,1.David Raya Martin | 4.José Ignacio Fernández Iglesias | 5.Daniel Vivian Moreno | 6.Mikel Merino Zazón | 7.Álvaro Borja Morata Martín | 8.Fabián Ruiz Peña | 9.José Luis Sanmartín Mato | 10.Daniel Olmo Carvajal | 11.Ferrán Torres García | 12.Alejandro Grimaldo García | 13.Alejandro Remiro Gargallo,1.Brice Samba | 2.Benjamin Pavard | 3.Ferland Mendy | 4.Dayotchanculle Upamecano | 5.Jules Koundé | 6.Eduardo Camavinga | 7.Antoine Griezmann | 8.Aurélien Djani Tchouaméni | 9.Olivier Giroud | 10.Kylian Mbappé Lottin | 11.Ousmane Dembélé,4,8fcd40dd-0c42-4964-b578-4d6f07953bce,0,0,1,00:00:00.000,Half Start,France,False,None,Unknown,,,0.0,,,
3942819,2024-07-10,Semi-finals,22:00:00.000,Signal-Iduna-Park,Felix Zwayer,Netherlands,England,1,2,5,3,1,1,9,5,4,Win,2-1,Poland,5,2,3,0,5,3,2,Win,1-0,Serbia,1.Bart Verbruggen | 2.Lutsharel Geertruida | 3.Matthijs de Ligt | 4.Virgil van Dijk | 5.Nathan Aké | 6.Stefan de Vrij | 7.Xavi Simons | 8.Georginio Wijnaldum | 9.Wout Weghorst | 10.Memphis Depay | 11.Cody Mathès Gakpo,1.Jordan Pickford | 2.Kyle Walker | 3.Luke Shaw | 4.Declan Rice | 5.John Stones | 6.Marc Guehi | 7.Bukayo Saka | 8.Trent Alexander-Arnold | 9.Harry Kane | 10.Jude Bellingham | 11.Phil Foden,1,d7c4f4a8-77b9-40c5-8d81-f50b40355723,0,0,1,00:00:00.000,Starting XI,Netherlands,True,None,Unknown,,,0.0,,,
3942819,2024-07-10,Semi-finals,22:00:00.000,Signal-Iduna-Park,Felix Zwayer,Netherlands,England,1,2,5,3,1,1,9,5,4,Win,2-1,Poland,5,2,3,0,5,3,2,Win,1-0,Serbia,1.Bart Verbruggen | 2.Lutsharel Geertruida | 3.Matthijs de Ligt | 4.Virgil van Dijk | 5.Nathan Aké | 6.Stefan de Vrij | 7.Xavi Simons | 8.Georginio Wijnaldum | 9.Wout Weghorst | 10.Memphis Depay | 11.Cody Mathès Gakpo,1.Jordan Pickford | 2.Kyle Walker | 3.Luke Shaw | 4.Declan Rice | 5.John Stones | 6.Marc Guehi | 7.Bukayo Saka | 8.Trent Alexander-Arnold | 9.Harry Kane | 10.Jude Bellingham | 11.Phil Foden,2,e518d7a6-3360-4d94-aeef-661709bddf42,0,0,1,00:00:00.000,Starting XI,England,False,None,Unknown,,,0.0,,,
3942819,2024-07-10,Semi-finals,22:00:00.000,Signal-Iduna-Park,Felix Zwayer,Netherlands,England,1,2,5,3,1,1,9,5,4,Win,2-1,Poland,5,2,3,0,5,3,2,Win,1-0,Serbia,1.Bart Verbruggen | 2.Lutsharel Geertruida | 3.Matthijs de Ligt | 4.Virgil van Dijk | 5.Nathan Aké | 6.Stefan de Vrij | 7.Xavi Simons | 8.Georginio Wijnaldum | 9.Wout Weghorst | 10.Memphis Depay | 11.Cody Mathès Gakpo,1.Jordan Pickford | 2.Kyle Walker | 3.Luke Shaw | 4.Declan Rice | 5.John Stones | 6.Marc Guehi | 7.Bukayo Saka | 8.Trent Alexander-Arnold | 9.Harry Kane | 10.Jude Bellingham | 11.Phil Foden,3,fb2e0f15-aa3c-4a06-a11b-f16ae5804342,0,0,1,00:00:00.000,Half Start,Netherlands,True,None,Unknown,,,0.0,,,
3942819,2024-07-10,Semi-finals,22:00:00.000,Signal-Iduna-Park,Felix Zwayer,Netherlands,England,1,2,5,3,1,1,9,5,4,Win,2-1,Poland,5,2,3,0,5,3,2,Win,1-0,Serbia,1.Bart Verbruggen | 2.Lutsharel Geertruida | 3.Matthijs de Ligt | 4.Virgil van Dijk | 5.Nathan Aké | 6.Stefan de Vrij | 7.Xavi Simons | 8.Georginio Wijnaldum | 9.Wout Weghorst | 10.Memphis Depay | 11.Cody Mathès Gakpo,1.Jordan Pickford | 2.Kyle Walker | 3.Luke Shaw | 4.Declan Rice | 5.John Stones | 6.Marc Guehi | 7.Bukayo Saka | 8.Trent Alexander-Arnold | 9.Harry Kane | 10.Jude Bellingham | 11.Phil Foden,4,75fd7777-ef15-4fdc-abb1-1349fef334c1,0,0,1,00:00:00.000,Half Start,England,False,None,Unknown,,,0.0,,,
3943043,2024-07-14,Final,22:00:00.000,Olympiastadion Berlin,François Letexier,Spain,England,2,1,6,6,0,0,13,3,10,Win,3-0,Croatia,6,3,3,0,7,4,3,Win,1-0,Serbia,1.David Raya Martin | 2.Daniel Carvajal Ramos | 3.Robin Aime Robert Le Normand | 4.José Ignacio Fernández Iglesias | 5.Daniel Vivian Moreno | 6.Mikel Merino Zazón | 7.Álvaro Borja Morata Martín | 8.Fabián Ruiz Peña | 9.José Luis Sanmartín Mato | 10.Daniel Olmo Carvajal | 11.Ferrán Torres García,1.Jordan Pickford | 2.Kyle Walker | 3.Luke Shaw | 4.Declan Rice | 5.John Stones | 6.Marc Guehi | 7.Bukayo Saka | 8.Trent Alexander-Arnold | 9.Harry Kane | 10.Jude Bellingham | 11.Phil Foden,1,50aa204f-5d65-4145-8597-5d5628fb7898,0,0,1,00:00:00.000,Starting XI,Spain,True,None,Unknown,,,0.0,,,
3943043,2024-07-14,Final,22:00:00.000,Olympiastadion Berlin,François Letexier,Spain,England,2,1,6,6,0,0,13,3,10,Win,3-0,Croatia,6,3,3,0,7,4,3,Win,1-0,Serbia,1.David Raya Martin | 2.Daniel Carvajal Ramos | 3.Robin Aime Robert Le Normand | 4.José Ignacio Fernández Iglesias | 5.Daniel Vivian Moreno | 6.Mikel Merino Zazón | 7.Álvaro Borja Morata Martín | 8.Fabián Ruiz Peña | 9.José Luis Sanmartín Mato | 10.Daniel Olmo Carvajal | 11.Ferrán Torres García,1.Jordan Pickford | 2.Kyle Walker | 3.Luke Shaw | 4.Declan Rice | 5.John Stones | 6.Marc Guehi | 7.Bukayo Saka | 8.Trent Alexander-Arnold | 9.Harry Kane | 10.Jude Bellingham | 11.Phil Foden,2,a279cbee-9ab3-4cfb-9c51-27cacc1bf2a2,0,0,1,00:00:00.000,Starting XI,England,False,None,Unknown,,,0.0,,,
3943043,2024-07-14,Final,22:00:00.000,Olympiastadion Berlin,François Letexier,Spain,England,2,1,6,6,0,0,13,3,10,Win,3-0,Croatia,6,3,3,0,7,4,3,Win,1-0,Serbia,1.David Raya Martin | 2.Daniel Carvajal Ramos | 3.Robin Aime Robert Le Normand | 4.José Ignacio Fernández Iglesias | 5.Daniel Vivian Moreno | 6.Mikel Merino Zazón | 7.Álvaro Borja Morata Martín | 8.Fabián Ruiz Peña | 9.José Luis Sanmartín Mato | 10.Daniel Olmo Carvajal | 11.Ferrán Torres García,1.Jordan Pickford | 2.Kyle Walker | 3.Luke Shaw | 4.Declan Rice | 5.John Stones | 6.Marc Guehi | 7.Bukayo Saka | 8.Trent Alexander-Arnold | 9.Harry Kane | 10.Jude Bellingham | 11.Phil Foden,3,d2126e70-9f04-4bb7-ba2b-9377836d1757,0,0,1,00:00:00.000,Half Start,England,False,None,Unknown,,,0.0,,,
3943043,2024-07-14,Final,22:00:00.000,Olympiastadion Berlin,François Letexier,Spain,England,2,1,6,6,0,0,13,3,10,Win,3-0,Croatia,6,3,3,0,7,4,3,Win,1-0,Serbia,1.David Raya Martin | 2.Daniel Carvajal Ramos | 3.Robin Aime Robert Le Normand | 4.José Ignacio Fernández Iglesias | 5.Daniel Vivian Moreno | 6.Mikel Merino Zazón | 7.Álvaro Borja Morata Martín | 8.Fabián Ruiz Peña | 9.José Luis Sanmartín Mato | 10.Daniel Olmo Carvajal | 11.Ferrán Torres García,1.Jordan Pickford | 2.Kyle Walker | 3.Luke Shaw | 4.Declan Rice | 5.John Stones | 6.Marc Guehi | 7.Bukayo Saka | 8.Trent Alexander-Arnold | 9.Harry Kane | 10.Jude Bellingham | 11.Phil Foden,4,54d78bfa-4146-42bd-acdc-97bcd393dd81,0,0,1,00:00:00.000,Half Start,Spain,True,None,Unknown,,,0.0,,,
