match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,metadata,match_week,competition_stage,stadium,referee,home_team_name,away_team_name,home_team_id,away_team_id,stage
3930173,2024-06-21,22:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 941, 'home_team_name': 'Netherlands', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 160, 'name': 'Netherlands'}, 'managers': [{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]}","{'away_team_id': 771, 'away_team_name': 'France', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 78, 'name': 'France'}, 'managers': [{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': '1968-10-15', 'country': {'id': 78, 'name': 'France'}}]}",0,0,available,available,2024-07-12T19:37:47.584481,2024-07-12T19:39:43.381031,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 10, 'name': 'Group Stage'}","{'id': 5249, 'name': 'Trainingszentrum RB Leipzig Platz 1', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 8, 'name': 'Anthony Taylor', 'country': {'id': 68, 'name': 'England'}}",Netherlands,France,941,771,Group Stage
3930172,2024-06-20,22:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 772, 'home_team_name': 'Spain', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 5588, 'name': 'Luis de la Fuente Castillo', 'nickname': 'Luis de la Fuente', 'dob': '1961-06-21', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 914, 'away_team_name': 'Italy', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 112, 'name': 'Italy'}, 'managers': [{'id': 399, 'name': 'Luciano Spalletti', 'nickname': None, 'dob': '1959-03-07', 'country': {'id': 112, 'name': 'Italy'}}]}",1,0,available,available,2024-07-12T00:15:20.599402,2024-07-12T00:16:51.275112,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 10, 'name': 'Group Stage'}","{'id': 370, 'name': 'VELTINS-Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 943, 'name': 'Slavko Vinčić', 'country': {'id': 208, 'name': 'Slovenia'}}",Spain,Italy,772,914,Group Stage
3930167,2024-06-19,16:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 785, 'home_team_name': 'Croatia', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 56, 'name': 'Croatia'}, 'managers': [{'id': 307, 'name': 'Zlatko Dalić', 'nickname': None, 'dob': '1966-10-26', 'country': {'id': 56, 'name': 'Croatia'}}]}","{'away_team_id': 906, 'away_team_name': 'Albania', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 3, 'name': 'Albania'}, 'managers': [{'id': 1877, 'name': 'Sylvio Mendes Campos Junior', 'nickname': 'Sylvinho', 'dob': '1974-04-12', 'country': {'id': 31, 'name': 'Brazil'}}]}",2,2,available,available,2024-07-11T08:16:46.595970,2024-07-11T08:18:46.582123,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 10, 'name': 'Group Stage'}","{'id': 379, 'name': 'Volksparkstadion', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 79, 'name': 'François Letexier', 'country': {'id': 78, 'name': 'France'}}",Croatia,Albania,785,906,Group Stage
3930168,2024-06-19,19:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 770, 'home_team_name': 'Germany', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 445, 'name': 'Julian Nagelsmann', 'nickname': None, 'dob': '1987-07-23', 'country': {'id': 85, 'name': 'Germany'}}]}","{'away_team_id': 916, 'away_team_name': 'Hungary', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 103, 'name': 'Hungary'}, 'managers': [{'id': 3616, 'name': 'Marco Rossi', 'nickname': None, 'dob': '1964-09-09', 'country': {'id': 112, 'name': 'Italy'}}]}",2,0,available,available,2024-07-11T14:19:14.279155,2024-07-11T14:24:30.771631,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 10, 'name': 'Group Stage'}","{'id': 369, 'name': 'MHPArena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 293, 'name': 'Danny Desmond Makkelie', 'country': {'id': 160, 'name': 'Netherlands'}}",Germany,Hungary,770,916,Group Stage
3930165,2024-06-17,22:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 915, 'home_team_name': 'Austria', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 15, 'name': 'Austria'}, 'managers': [{'id': 380, 'name': 'Ralf Rangnick', 'nickname': None, 'dob': '1958-06-29', 'country': {'id': 85, 'name': 'Germany'}}]}","{'away_team_id': 771, 'away_team_name': 'France', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 78, 'name': 'France'}, 'managers': [{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': '1968-10-15', 'country': {'id': 78, 'name': 'France'}}]}",0,1,available,available,2024-07-13T18:17:49.004138,2024-07-13T18:19:14.500227,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",1,"{'id': 10, 'name': 'Group Stage'}","{'id': 4866, 'name': 'Merkur Spiel-Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 183, 'name': 'Jesús Gil Manzano', 'country': {'id': 214, 'name': 'Spain'}}",Austria,France,915,771,Group Stage
3930164,2024-06-17,19:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 782, 'home_team_name': 'Belgium', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 22, 'name': 'Belgium'}, 'managers': [{'id': 48, 'name': 'Domenico Tedesco', 'nickname': None, 'dob': '1985-09-12', 'country': {'id': 85, 'name': 'Germany'}}]}","{'away_team_id': 908, 'away_team_name': 'Slovakia', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 207, 'name': 'Slovakia'}, 'managers': [{'id': 1002171, 'name': 'Francesco Calzona', 'nickname': None, 'dob': '1968-10-24', 'country': {'id': 112, 'name': 'Italy'}}]}",0,1,available,available,2024-07-13T23:57:02.143146,2024-07-14T00:00:18.546176,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",1,"{'id': 10, 'name': 'Group Stage'}","{'id': 116458, 'name': 'Deutsche Bank Park', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 845, 'name': 'Halil Umut Meler', 'country': {'id': 233, 'name': 'Turkey'}}",Belgium,Slovakia,782,908,Group Stage
3930161,2024-06-15,22:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 914, 'home_team_name': 'Italy', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 112, 'name': 'Italy'}, 'managers': [{'id': 399, 'name': 'Luciano Spalletti', 'nickname': None, 'dob': '1959-03-07', 'country': {'id': 112, 'name': 'Italy'}}]}","{'away_team_id': 906, 'away_team_name': 'Albania', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 3, 'name': 'Albania'}, 'managers': [{'id': 1877, 'name': 'Sylvio Mendes Campos Junior', 'nickname': 'Sylvinho', 'dob': '1974-04-12', 'country': {'id': 31, 'name': 'Brazil'}}]}",2,1,available,available,2024-07-12T05:15:04.821436,2024-07-12T05:16:16.043874,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",1,"{'id': 10, 'name': 'Group Stage'}","{'id': 373, 'name': 'Signal-Iduna-Park', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 241, 'name': 'Felix Zwayer', 'country': {'id': 85, 'name': 'Germany'}}",Italy,Albania,914,906,Group Stage
3938637,2024-06-16,16:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 789, 'home_team_name': 'Poland', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 182, 'name': 'Poland'}, 'managers': [{'id': 363, 'name': 'Michał Probierz', 'nickname': None, 'dob': '1972-09-24', 'country': {'id': 182, 'name': 'Poland'}}]}","{'away_team_id': 941, 'away_team_name': 'Netherlands', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 160, 'name': 'Netherlands'}, 'managers': [{'id': 676, 'name': 'Ronald Koeman', 'nickname': None, 'dob': '1963-03-21', 'country': {'id': 160, 'name': 'Netherlands'}}]}",1,2,available,available,2024-07-12T03:37:17.747730,2024-07-12T03:39:53.010211,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",1,"{'id': 10, 'name': 'Group Stage'}","{'id': 379, 'name': 'Volksparkstadion', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 2445, 'name': 'Artur Manuel Ribeiro Soares Dias', 'country': {'id': 183, 'name': 'Portugal'}}",Poland,Netherlands,789,941,Group Stage
3938640,2024-06-21,16:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 908, 'home_team_name': 'Slovakia', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 207, 'name': 'Slovakia'}, 'managers': [{'id': 1002171, 'name': 'Francesco Calzona', 'nickname': None, 'dob': '1968-10-24', 'country': {'id': 112, 'name': 'Italy'}}]}","{'away_team_id': 911, 'away_team_name': 'Ukraine', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 238, 'name': 'Ukraine'}, 'managers': [{'id': 2672, 'name': 'Sergiy Rebrov', 'nickname': None, 'dob': '1974-06-03', 'country': {'id': 238, 'name': 'Ukraine'}}]}",1,2,available,available,2024-07-12T18:52:43.723907,2024-07-12T18:56:00.519961,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 10, 'name': 'Group Stage'}","{'id': 4866, 'name': 'Merkur Spiel-Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 1, 'name': 'Michael Oliver', 'country': {'id': 68, 'name': 'England'}}",Slovakia,Ukraine,908,911,Group Stage
3938642,2024-06-22,16:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 2138, 'home_team_name': 'Georgia', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 84, 'name': 'Georgia'}, 'managers': [{'id': 752, 'name': 'Willy Sagnol', 'nickname': None, 'dob': '1977-03-18', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 912, 'away_team_name': 'Czech Republic', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 60, 'name': 'Czech Republic'}, 'managers': [{'id': 1000468, 'name': 'Ivan Hašek', 'nickname': None, 'dob': '1963-09-06', 'country': {'id': 60, 'name': 'Czech Republic'}}]}",1,1,available,available,2024-07-09T12:50:20.740381,2024-07-09T12:53:31.025418,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 10, 'name': 'Group Stage'}","{'id': 379, 'name': 'Volksparkstadion', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 225, 'name': 'Daniel Siebert', 'country': {'id': 85, 'name': 'Germany'}}",Georgia,Czech Republic,2138,912,Group Stage
3938639,2024-06-18,19:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 909, 'home_team_name': 'Turkey', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 233, 'name': 'Turkey'}, 'managers': [{'id': 232, 'name': 'Vincenzo Montella', 'nickname': None, 'dob': '1974-06-18', 'country': {'id': 112, 'name': 'Italy'}}]}","{'away_team_id': 2138, 'away_team_name': 'Georgia', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 84, 'name': 'Georgia'}, 'managers': [{'id': 752, 'name': 'Willy Sagnol', 'nickname': None, 'dob': '1977-03-18', 'country': {'id': 78, 'name': 'France'}}]}",3,1,available,available,2024-07-12T06:04:52.417134,2024-07-12T06:05:10.871017,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",1,"{'id': 10, 'name': 'Group Stage'}","{'id': 373, 'name': 'Signal-Iduna-Park', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 1094, 'name': 'Facundo Tello Figueroa', 'country': {'id': 11, 'name': 'Argentina'}}",Turkey,Georgia,909,2138,Group Stage
3938641,2024-06-21,19:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 789, 'home_team_name': 'Poland', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 182, 'name': 'Poland'}, 'managers': [{'id': 363, 'name': 'Michał Probierz', 'nickname': None, 'dob': '1972-09-24', 'country': {'id': 182, 'name': 'Poland'}}]}","{'away_team_id': 915, 'away_team_name': 'Austria', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 15, 'name': 'Austria'}, 'managers': [{'id': 380, 'name': 'Ralf Rangnick', 'nickname': None, 'dob': '1958-06-29', 'country': {'id': 85, 'name': 'Germany'}}]}",1,3,available,available,2024-07-12T21:09:31.780785,2024-07-12T21:10:46.438024,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 10, 'name': 'Group Stage'}","{'id': 367, 'name': 'Olympiastadion Berlin', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 845, 'name': 'Halil Umut Meler', 'country': {'id': 233, 'name': 'Turkey'}}",Poland,Austria,789,915,Group Stage
3938644,2024-06-26,22:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 2138, 'home_team_name': 'Georgia', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 84, 'name': 'Georgia'}, 'managers': [{'id': 752, 'name': 'Willy Sagnol', 'nickname': None, 'dob': '1977-03-18', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 780, 'away_team_name': 'Portugal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 183, 'name': 'Portugal'}, 'managers': [{'id': 263, 'name': 'Roberto Martínez Montoliú', 'nickname': 'Roberto Martínez', 'dob': '1973-07-13', 'country': {'id': 214, 'name': 'Spain'}}]}",2,0,available,available,2024-07-12T05:40:33.402849,2024-07-12T05:42:21.069872,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",3,"{'id': 10, 'name': 'Group Stage'}","{'id': 370, 'name': 'VELTINS-Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 116, 'name': 'Sandro Schärer', 'country': {'id': 221, 'name': 'Switzerland'}}",Georgia,Portugal,2138,780,Group Stage
3938643,2024-06-25,19:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 771, 'home_team_name': 'France', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 78, 'name': 'France'}, 'managers': [{'id': 545, 'name': 'Didier Deschamps', 'nickname': None, 'dob': '1968-10-15', 'country': {'id': 78, 'name': 'France'}}]}","{'away_team_id': 789, 'away_team_name': 'Poland', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 182, 'name': 'Poland'}, 'managers': [{'id': 363, 'name': 'Michał Probierz', 'nickname': None, 'dob': '1972-09-24', 'country': {'id': 182, 'name': 'Poland'}}]}",1,1,available,available,2024-07-12T06:05:55.170896,2024-07-12T06:08:47.869486,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",3,"{'id': 10, 'name': 'Group Stage'}","{'id': 373, 'name': 'Signal-Iduna-Park', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 261, 'name': 'Marco Guida', 'country': {'id': 112, 'name': 'Italy'}}",France,Poland,771,789,Group Stage
3938638,2024-06-17,16:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 905, 'home_team_name': 'Romania', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 187, 'name': 'Romania'}, 'managers': [{'id': 6237, 'name': 'Edward Iordănescu', 'nickname': None, 'dob': '1978-06-16', 'country': {'id': 187, 'name': 'Romania'}}]}","{'away_team_id': 911, 'away_team_name': 'Ukraine', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 238, 'name': 'Ukraine'}, 'managers': [{'id': 2672, 'name': 'Sergiy Rebrov', 'nickname': None, 'dob': '1974-06-03', 'country': {'id': 238, 'name': 'Ukraine'}}]}",3,0,available,available,2024-07-12T03:38:10.661840,2024-07-12T03:39:18.794242,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",1,"{'id': 10, 'name': 'Group Stage'}","{'id': 4867, 'name': 'Allianz Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 1062, 'name': 'Glenn Nyberg', 'country': {'id': 220, 'name': 'Sweden'}}",Romania,Ukraine,905,911,Group Stage
3930183,2024-06-26,19:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 908, 'home_team_name': 'Slovakia', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 207, 'name': 'Slovakia'}, 'managers': [{'id': 1002171, 'name': 'Francesco Calzona', 'nickname': None, 'dob': '1968-10-24', 'country': {'id': 112, 'name': 'Italy'}}]}","{'away_team_id': 905, 'away_team_name': 'Romania', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 187, 'name': 'Romania'}, 'managers': [{'id': 6237, 'name': 'Edward Iordănescu', 'nickname': None, 'dob': '1978-06-16', 'country': {'id': 187, 'name': 'Romania'}}]}",1,1,available,available,2024-07-09T16:08:41.246995,2024-07-09T16:16:22.181617,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",3,"{'id': 10, 'name': 'Group Stage'}","{'id': 116458, 'name': 'Deutsche Bank Park', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 225, 'name': 'Daniel Siebert', 'country': {'id': 85, 'name': 'Germany'}}",Slovakia,Romania,908,905,Group Stage
3930181,2024-06-25,22:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 768, 'home_team_name': 'England', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 68, 'name': 'England'}, 'managers': [{'id': 277, 'name': 'Gareth Southgate', 'nickname': None, 'dob': '1970-09-03', 'country': {'id': 68, 'name': 'England'}}]}","{'away_team_id': 944, 'away_team_name': 'Slovenia', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 208, 'name': 'Slovenia'}, 'managers': [{'id': 1733, 'name': 'Matjaž Kek', 'nickname': None, 'dob': '1961-09-09', 'country': {'id': 208, 'name': 'Slovenia'}}]}",0,0,available,available,2024-07-10T14:26:49.966712,2024-07-10T14:27:59.561474,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",3,"{'id': 10, 'name': 'Group Stage'}","{'id': 363, 'name': 'RheinEnergieStadion', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 76, 'name': 'Clément Turpin', 'country': {'id': 78, 'name': 'France'}}",England,Slovenia,768,944,Group Stage
3930178,2024-06-24,22:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 785, 'home_team_name': 'Croatia', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 56, 'name': 'Croatia'}, 'managers': [{'id': 307, 'name': 'Zlatko Dalić', 'nickname': None, 'dob': '1966-10-26', 'country': {'id': 56, 'name': 'Croatia'}}]}","{'away_team_id': 914, 'away_team_name': 'Italy', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 112, 'name': 'Italy'}, 'managers': [{'id': 399, 'name': 'Luciano Spalletti', 'nickname': None, 'dob': '1959-03-07', 'country': {'id': 112, 'name': 'Italy'}}]}",1,1,available,available,2024-07-10T12:21:13.840986,2024-07-10T12:23:12.394850,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",3,"{'id': 10, 'name': 'Group Stage'}","{'id': 376, 'name': 'Red Bull Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 293, 'name': 'Danny Desmond Makkelie', 'country': {'id': 160, 'name': 'Netherlands'}}",Croatia,Italy,785,914,Group Stage
3930176,2024-06-23,22:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 773, 'home_team_name': 'Switzerland', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 221, 'name': 'Switzerland'}, 'managers': [{'id': 2832, 'name': 'Murat Yakin', 'nickname': None, 'dob': '1974-09-15', 'country': {'id': 221, 'name': 'Switzerland'}}]}","{'away_team_id': 770, 'away_team_name': 'Germany', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 85, 'name': 'Germany'}, 'managers': [{'id': 445, 'name': 'Julian Nagelsmann', 'nickname': None, 'dob': '1987-07-23', 'country': {'id': 85, 'name': 'Germany'}}]}",1,1,available,available,2024-07-13T21:41:00.247826,2024-07-13T21:41:29.142800,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",3,"{'id': 10, 'name': 'Group Stage'}","{'id': 116458, 'name': 'Deutsche Bank Park', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 269, 'name': 'Daniele Orsato', 'country': {'id': 112, 'name': 'Italy'}}",Switzerland,Germany,773,770,Group Stage
3930175,2024-06-22,22:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 782, 'home_team_name': 'Belgium', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 22, 'name': 'Belgium'}, 'managers': [{'id': 48, 'name': 'Domenico Tedesco', 'nickname': None, 'dob': '1985-09-12', 'country': {'id': 85, 'name': 'Germany'}}]}","{'away_team_id': 905, 'away_team_name': 'Romania', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 187, 'name': 'Romania'}, 'managers': [{'id': 6237, 'name': 'Edward Iordănescu', 'nickname': None, 'dob': '1978-06-16', 'country': {'id': 187, 'name': 'Romania'}}]}",2,0,available,available,2024-07-09T15:12:57.012326,2024-07-09T15:13:58.718506,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 10, 'name': 'Group Stage'}","{'id': 363, 'name': 'RheinEnergieStadion', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 367, 'name': 'Szymon Marciniak', 'country': {'id': 182, 'name': 'Poland'}}",Belgium,Romania,782,905,Group Stage
3930174,2024-06-22,19:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 909, 'home_team_name': 'Turkey', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 233, 'name': 'Turkey'}, 'managers': [{'id': 232, 'name': 'Vincenzo Montella', 'nickname': None, 'dob': '1974-06-18', 'country': {'id': 112, 'name': 'Italy'}}]}","{'away_team_id': 780, 'away_team_name': 'Portugal', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 183, 'name': 'Portugal'}, 'managers': [{'id': 263, 'name': 'Roberto Martínez Montoliú', 'nickname': 'Roberto Martínez', 'dob': '1973-07-13', 'country': {'id': 214, 'name': 'Spain'}}]}",0,3,available,available,2024-07-11T16:39:20.496235,2024-07-11T16:43:45.852125,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 10, 'name': 'Group Stage'}","{'id': 373, 'name': 'Signal-Iduna-Park', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 241, 'name': 'Felix Zwayer', 'country': {'id': 85, 'name': 'Germany'}}",Turkey,Portugal,909,780,Group Stage
3930170,2024-06-20,16:00:00.000,"{'competition_id': 55, 'country_name': 'Europe', 'competition_name': 'UEFA Euro'}","{'season_id': 282, 'season_name': '2024'}","{'home_team_id': 944, 'home_team_name': 'Slovenia', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 208, 'name': 'Slovenia'}, 'managers': [{'id': 1733, 'name': 'Matjaž Kek', 'nickname': None, 'dob': '1961-09-09', 'country': {'id': 208, 'name': 'Slovenia'}}]}","{'away_team_id': 786, 'away_team_name': 'Serbia', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 203, 'name': 'Serbia'}, 'managers': [{'id': 5908, 'name': 'Dragan Stojković', 'nickname': None, 'dob': '1965-03-03', 'country': {'id': 203, 'name': 'Serbia'}}]}",1,1,available,available,2024-07-12T18:51:51.416868,2024-07-12T18:53:31.866826,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 10, 'name': 'Group Stage'}","{'id': 4867, 'name': 'Allianz Arena', 'country': {'id': 85, 'name': 'Germany'}}","{'id': 1011397, 'name': 'István Kovács', 'country': {'id': 187, 'name': 'Romania'}}",Slovenia,Serbia,944,786,Group Stage
